oktmo;name;short_name;population;share;region;capital;status;lat;lon
22619000;Вознесенский муниципальный район;Вознесенский район;15928;29;Нижегородская область;22701000;rural;54.9526;42.8316
22621000;Воротынский муниципальный район;Воротынский район;19011;19;Нижегородская область;22701000;rural;56.3063;45.5906
22622000;Воскресенский муниципальный район;Воскресенский район;20018;12;Нижегородская область;22701000;rural;56.7052;45.3763
22626000;Гагинский муниципальный район;Гагинский район;11545;16;Нижегородская область;22701000;rural;55.2449;44.9365
22628000;Городецкий муниципальный район;Городецкий район;89201;34;Нижегородская область;22701000;rural;56.7604;43.4933
22630000;Дальнеконстантиновский муниципальный район;Дальнеконстантиновский район;21832;12;Нижегородская область;22701000;rural;55.8397;44.1802
22631000;Володарский муниципальный район;Володарский район;48080;22;Нижегородская область;22701000;rural;56.2862;42.9673
22632000;Дивеевский муниципальный район;Дивеевский район;15967;24;Нижегородская область;22701000;rural;55.0303;43.3546
22633000;Княгининский муниципальный район;Княгининский район;11999;28;Нижегородская область;22701000;rural;55.7768;45.151
22634000;Ковернинский муниципальный район;Ковернинский район;18960;30;Нижегородская область;22701000;rural;57.1637;43.9239
22635000;Краснобаковский муниципальный район;Краснобаковский район;21946;17;Нижегородская область;22701000;rural;57.1692;45.2693
22636000;Краснооктябрьский муниципальный район;Краснооктябрьский район;10439;10;Нижегородская область;22701000;rural;55.3103;45.4679
22637000;Кстовский муниципальный район;Кстовский район;115789;34;Нижегородская область;22701000;rural;56.0399;44.284
22638000;Кулебакский муниципальный район;Кулебакский район;49769;41;Нижегородская область;22701000;rural;55.41;42.4838
22639000;Лукояновский муниципальный район;Лукояновский район;30424;26;Нижегородская область;22701000;rural;54.9773;44.5157
22640000;Лысковский муниципальный район;Лысковский район;38983;61;Нижегородская область;22701000;rural;56.1753;45.1527
22641000;Навашинский муниципальный район;Навашинский район;23082;34;Нижегородская область;22701000;rural;55.6063;42.3626
22642000;Павловский муниципальный район;Павловский район;96715;31;Нижегородская область;22701000;rural;56.0209;42.9827
22644000;Перевозский муниципальный район;Перевозский район;15975;30;Нижегородская область;22701000;rural;55.6427;44.5066
22645000;Пильнинский муниципальный район;Пильнинский район;20264;19;Нижегородская область;22701000;rural;55.4378;46.1097
22646000;Починковский муниципальный район;Починковский район;29134;19;Нижегородская область;22701000;rural;54.7117;44.7283
22648000;Сергачский муниципальный район;Сергачский район;29215;39;Нижегородская область;22701000;rural;55.5763;45.4714
22649000;Сеченовский муниципальный район;Сеченовский район;14578;19;Нижегородская область;22701000;rural;55.174;45.8897
22650000;Сосновский муниципальный район;Сосновский район;18686;17;Нижегородская область;22701000;rural;55.7597;43.213
22651000;Спасский муниципальный район;Спасский район;9958;15;Нижегородская область;22701000;rural;55.908;45.5839
22652000;Тонкинский муниципальный район;Тонкинский район;8147;30;Нижегородская область;22701000;rural;57.2949;46.1707
22653000;Тоншаевский муниципальный район;Тоншаевский район;19018;18;Нижегородская область;22701000;rural;57.7401;47.2133
22654000;Уренский муниципальный район;Уренский район;28842;36;Нижегородская область;22701000;rural;57.4969;45.8381
22655000;Чкаловский муниципальный район;Чкаловский район;20616;31;Нижегородская область;22701000;rural;56.6884;43.1647
22656000;Шарангский муниципальный район;Шарангский район;11929;25;Нижегородская область;22701000;rural;57.0918;46.4994
22657000;Шатковский муниципальный район;Шатковский район;24852;24;Нижегородская область;22701000;rural;55.1748;44.1953
22659000;Сокольский муниципальный район;Сокольский район;49735;3;Нижегородская область;22701000;rural;57.1539;43.2516
22701000;Городской округ город Нижний Новгород;Нижний Новгород;1276560;105;Нижегородская область;22701000;regcenter;56.301;43.8413
22703000;Городской округ город Арзамас;Арзамас;104831;72;Нижегородская область;22701000;urban;55.371;43.8715
22704000;Городской округ город Саров;Саров;94417;41;Нижегородская область;22701000;urban;54.9387;43.2854
22712000;Городской округ город Бор;Бор;121972;9;Нижегородская область;22701000;urban;56.3725;44.3867
22715000;Городской округ город Выкса;Выкса;83414;48;Нижегородская область;22701000;urban;55.2013;42.1801
22721000;Городской округ город Дзержинск;Дзержинск;244616;53;Нижегородская область;22701000;urban;56.2946;43.4042
22734000;Городской округ город Первомайск;Первомайск;18998;45;Нижегородская область;22701000;urban;54.9064;43.991
22737000;Городской округ Семеновский;Семеновский городской округ;48081;28;Нижегородская область;22701000;urban;56.8372;44.4894
22758000;Городской округ город Шахунья;Шахунья;37160;40;Нижегородская область;22701000;urban;57.6209;46.5232
24601000;Вичугский муниципальный район;Вичугский район;18655;12;Ивановская область;24701000;rural;57.3149;41.7779
24602000;Верхнеландеховский муниципальный район;Верхнеландеховский район;4918;15;Ивановская область;24701000;rural;56.8057;42.4923
24603000;Гаврилово-Посадский муниципальный район;Гаврилово-Посадский район;16589;20;Ивановская область;24701000;rural;56.579;40.0791
24605000;Заволжский муниципальный район;Заволжский район;16446;31;Ивановская область;24701000;rural;57.5791;41.7524
24607000;Ивановский муниципальный район;Ивановский район;37225;2;Ивановская область;24701000;rural;57.0782;40.7919
24609000;Ильинский муниципальный район;Ильинский район;8821;10;Ивановская область;24701000;rural;56.9633;39.7997
24611000;Кинешемский муниципальный район;Кинешемский район;22295;18;Ивановская область;24701000;rural;57.3349;42.4529
24613000;Комсомольский муниципальный район;Комсомольский район;20390;17;Ивановская область;24701000;rural;57.129;40.4486
24614000;Лежневский муниципальный район;Лежневский район;19088;11;Ивановская область;24701000;rural;56.7526;40.943
24615000;Лухский муниципальный район;Лухский район;8584;14;Ивановская область;24701000;rural;57.0013;42.3662
24617000;Палехский муниципальный район;Палехский район;9998;25;Ивановская область;24701000;rural;56.786;41.8277
24619000;Пестяковский муниципальный район;Пестяковский район;6386;31;Ивановская область;24701000;rural;56.6099;42.617
24620000;Приволжский муниципальный район;Приволжский район;24976;31;Ивановская область;24701000;rural;57.3692;41.4337
24621000;Пучежский муниципальный район;Пучежский район;12067;30;Ивановская область;24701000;rural;56.9487;42.9278
24623000;Родниковский муниципальный район;Родниковский район;34143;32;Ивановская область;24701000;rural;57.1129;41.685
24625000;Савинский муниципальный район;Савинский район;11312;10;Ивановская область;24701000;rural;56.5677;41.296
24629000;Тейковский муниципальный район;Тейковский район;11732;8;Ивановская область;24701000;rural;56.7328;40.5013
24631000;Фурмановский муниципальный район;Фурмановский район;41478;32;Ивановская область;24701000;rural;57.281;40.8793
24633000;Шуйский муниципальный район;Шуйский район;22011;46;Ивановская область;24701000;rural;56.7704;41.3852
24635000;Южский муниципальный район;Южский район;24088;24;Ивановская область;24701000;rural;56.5283;42.0719
24637000;Юрьевецкий муниципальный район;Юрьевецкий район;13957;35;Ивановская область;24701000;rural;57.277;42.795
24701000;Городской округ Иваново;Иваново;409285;63;Ивановская область;24701000;regcenter;57.0169;40.9114
24703000;Городской округ Вичуга;Вичуга;35792;35;Ивановская область;24701000;urban;57.2064;41.9139
24705000;Городской округ Кинешма;Кинешма;85344;46;Ивановская область;24701000;urban;57.438;42.1424
24706000;Городской округ Кохма;Кохма;29258;25;Ивановская область;24701000;urban;56.9319;41.0975
24707000;Городской округ Тейково;Тейково;33276;35;Ивановская область;24701000;urban;56.8568;40.5355
24711000;Городской округ Шуя;Шуя;58795;48;Ивановская область;24701000;urban;56.852;41.3706
25601000;Балаганский муниципальный район;Балаганский район;8664;11;Иркутская область;25701000;rural;54.5255;102.8624
25602000;Муниципальное образование города Бодайбо и Бодайбинского района;Бодайбинский район;20923;34;Иркутская область;25701000;rural;58.79;115.7978
25603000;Городской округ Ангарский;Ангарский городской округ;239574;46;Иркутская область;25701000;urban;52.3523;103.7028
25604000;Братский муниципальный район;Братский район;53817;17;Иркутская область;25701000;rural;55.5916;101.3932
25605000;Аларский муниципальный район;Аларский район;20821;12;Иркутская область;25701000;rural;53.2141;102.5582
25606000;Жигаловский муниципальный район;Жигаловский район;8624;7;Иркутская область;25701000;rural;55.2255;105.7498
25607000;Баяндаевский муниципальный район;Баяндаевский район;11030;8;Иркутская область;25701000;rural;53.0979;105.5856
25608000;Заларинский муниципальный район;Заларинский район;27922;44;Иркутская область;25701000;rural;53.2599;101.5555
25609000;Боханский муниципальный район;Боханский район;24975;9;Иркутская область;25701000;rural;53.1342;103.696
25610000;Зиминское районное муниципальное образование;Зиминский район;13701;83;Иркутская область;25701000;rural;53.7423;101.5586
25612000;Иркутское районное муниципальное образование;Иркутский район;107010;6;Иркутская область;25701000;rural;52.1411;104.911
25614000;Казачинско-Ленский муниципальный район;Казачинско-Ленский район;17360;19;Иркутская область;25701000;rural;55.8276;107.779
25616000;Катангский муниципальный район;Катангский район;3484;11;Иркутская область;25701000;rural;60.7559;107.6156
25618000;Качугский муниципальный район;Качугский район;17107;8;Иркутская область;25701000;rural;54.1468;106.7956
25620000;Киренский муниципальный район;Киренский район;18500;26;Иркутская область;25701000;rural;58.0454;109.5367
25622000;Куйтунский муниципальный район;Куйтунский район;29499;15;Иркутская область;25701000;rural;54.5937;101.68
25624000;Муниципальное образование Мамско-Чуйского района;Мамско-Чуйский район;4518;17;Иркутская область;25701000;rural;57.8107;111.9846
25626000;Нижнеилимский муниципальный район;Нижнеилимский район;50595;31;Иркутская область;25701000;rural;56.9258;103.6201
25628000;Нижнеудинский муниципальный район;Нижнеудинский район;64991;25;Иркутская область;25701000;rural;54.0233;98.2575
25629000;Нукутский муниципальный район;Нукутский район;15727;13;Иркутская область;25701000;rural;53.747;102.8867
25630000;Ольхонское районное муниципальное образование;Ольхонский район;9524;14;Иркутская область;25701000;rural;52.877;106.2259
25631000;Осинский муниципальный район;Осинский район;20877;10;Иркутская область;25701000;rural;53.5711;104.005
25634000;Слюдянский муниципальный район;Слюдянский район;39833;32;Иркутская область;25701000;rural;51.6131;103.4444
25636000;Тайшетский муниципальный район;Тайшетский район;75499;30;Иркутская область;25701000;rural;55.4211;97.516
25638000;Тулунский муниципальный район;Тулунский район;26073;3;Иркутская область;25701000;rural;53.8272;100.1151
25640000;Усольское районное муниципальное образование;Усольский район;51139;7;Иркутская область;25701000;rural;52.1844;102.9325
25642000;Усть-Илимский муниципальное образование;Усть-Илимский район;16179;23;Иркутская область;25701000;rural;57.6498;101.7769
25644000;Усть-Кутский муниципальный район;Усть-Кутский район;50718;40;Иркутская область;25701000;rural;56.9794;105.7614
25646000;Усть-Удинский муниципальный район;Усть-Удинский район;13847;7;Иркутская область;25701000;rural;55.6748;104.2242
25648000;Черемховское районное муниципальное образование;Черемховский район;29070;9;Иркутская область;25701000;rural;52.6791;102.2387
25650000;Чунское районное муниципальное образование;Чунский район;33977;17;Иркутская область;25701000;rural;57.1072;99.8137
25655000;Шелеховский муниципальное образование;Шелеховский район;64283;30;Иркутская область;25701000;rural;52.0303;103.8726
25657000;Эхирит-Булагатский муниципальный район;Эхирит-Булагатский район;29331;30;Иркутская область;25701000;rural;52.7402;104.8565
25701000;Муниципальное образование Город Иркутск;Иркутск;620099;79;Иркутская область;25701000;regcenter;52.3291;104.4101
25714000;Муниципальное образование города Братска;Братск;236313;54;Иркутская область;25701000;urban;56.144;101.5757
25720000;Зиминское городское муниципальное образование;Зима;31440;5;Иркутская область;25701000;urban;53.8694;102.0414
25726000;Муниципальное образование Город Саянск;Саянск;38887;36;Иркутская область;25701000;urban;54.0819;102.1364
25732000;Муниципальное образование Город Тулун;Тулун;42029;37;Иркутская область;25701000;urban;54.5362;100.6116
25736000;Муниципальное образование города Усолье-Сибирское;Усолье-Сибирское;79363;41;Иркутская область;25701000;urban;52.7675;103.6316
25738000;Муниципальное образование Город Усть-Илимск;Усть-Илимск;83023;56;Иркутская область;25701000;urban;58.0071;102.7388
25745000;Черемховское муниципальное образование;Черемхово;51373;29;Иркутская область;25701000;urban;53.1299;103.1116
25746000;Свирское муниципальное образование;Свирское;13194;29;Иркутская область;25701000;urban;53.0902;103.3279
26605000;Назрановский муниципальный район;Назрановский район;96312;1;Республика Ингушетия;26701000;rural;43.2349;44.8723
26610000;Сунженский муниципальный район;Сунженский район;122095;1;Республика Ингушетия;26701000;rural;43.3736;45.0322
26615000;Малгобекский муниципальный район;Малгобекский район;53633;1;Республика Ингушетия;26701000;rural;43.4426;44.7915
26620000;Джейрахский муниципальный район;Джейрахский район;2844;2;Республика Ингушетия;26701000;rural;42.7489;44.7944
26701000;Городской округ город Магас;Магас;5841;59;Республика Ингушетия;26701000;regcenter;43.1727;44.8173
26706000;Городской округ город Назрань;Назрань;109284;20;Республика Ингушетия;26701000;urban;43.2705;44.7535
26710000;Городской округ город Карабулак;Карабулак;38422;8;Республика Ингушетия;26701000;urban;43.3735;44.8719
26715000;Городской округ город Малгобек;Малгобек;35462;17;Республика Ингушетия;26701000;urban;43.5116;44.7109
27603000;Багратионовский муниципальный район;Багратионовский район;33116;10;Калининградская область;27701000;rural;54.4721;20.5167
27605000;Балтийский муниципальный район;Балтийский район;36464;36;Калининградская область;27701000;rural;54.6913;20.0148
27606000;Гвардейский муниципальный район;Гвардейский район;29299;23;Калининградская область;27701000;rural;54.6361;21.0864
27609000;Гурьевский муниципальный район;Гурьевский район;58988;5;Калининградская область;27701000;rural;54.8251;20.7246
27612000;Гусевский муниципальный район;Гусевский район;37725;39;Калининградская область;27701000;rural;54.6556;22.2101
27615000;Зеленоградский муниципальный район;Зеленоградский район;34145;16;Калининградская область;27701000;rural;54.8358;20.2558
27618000;Краснознаменский муниципальный район;Краснознаменский район;12332;20;Калининградская область;27701000;rural;54.8812;22.5161
27621000;Неманский муниципальный район;Неманский район;19699;34;Калининградская область;27701000;rural;54.9364;21.9093
27624000;Нестеровский муниципальный район;Нестеровский район;15657;28;Калининградская область;27701000;rural;54.4606;22.5624
27627000;Озерский муниципальный район;Озерский район;14438;23;Калининградская область;27701000;rural;54.4288;21.9078
27630000;Полесский муниципальный район;Полесский район;18746;25;Калининградская область;27701000;rural;54.812;21.1931
27633000;Правдинский муниципальный район;Правдинский район;19334;16;Калининградская область;27701000;rural;54.4601;20.9807
27634000;Светлогорский муниципальный район;Светлогорский район;16093;26;Калининградская область;27701000;rural;54.9354;20.1541
27636000;Славский муниципальный район;Славский район;20274;17;Калининградская область;27701000;rural;55.0409;21.494
27639000;Черняховский муниципальный район;Черняховский район;48819;45;Калининградская область;27701000;rural;54.6211;21.5523
27701000;Городской округ город Калининград;Калининград;453461;155;Калининградская область;27701000;regcenter;54.6818;20.4819
27711000;Городской округ город Ладушкин;Ладушкин;4149;16;Калининградская область;27701000;urban;54.5764;20.1728
27712000;Городской округ город Мамоново;Мамоново;8274;22;Калининградская область;27701000;urban;54.4596;19.9576
27717000;Городской округ город Пионерский;Пионерский;11475;28;Калининградская область;27701000;urban;54.9461;20.2221
27725000;Городской округ город Светлый;Светлый;28746;18;Калининградская область;27701000;urban;54.7474;20.2046
27730000;Городской округ город Советск;Советск;41212;43;Калининградская область;27701000;urban;55.0589;21.8265
27740000;Городской округ п. Янтарный;Янтарный;6498;20;Калининградская область;27701000;urban;54.8836;19.9419
28602000;Андреапольский муниципальный район;Андреапольский район;11572;42;Тверская область;28701000;rural;56.7019;32.1067
28604000;Бежецкий муниципальный район;Бежецкий район;34454;43;Тверская область;28701000;rural;57.6063;36.6099
28606000;Бельский муниципальный район;Бельский район;5778;26;Тверская область;28701000;rural;55.8014;32.9927
28608000;Бологовский муниципальный район;Бологовский район;35482;54;Тверская область;28701000;rural;57.9599;34.073
28610000;Весьегонский муниципальный район;Весьегонский район;11737;41;Тверская область;28701000;rural;58.5776;37.0654
28612000;Вышневолоцкий муниципальный район;Вышневолоцкий район;24409;4;Тверская область;28701000;rural;57.4406;34.2445
28614000;Жарковский муниципальный район;Жарковский район;5280;29;Тверская область;28701000;rural;55.8961;32.1854
28616000;Западнодвинский муниципальный район;Западнодвинский район;14241;46;Тверская область;28701000;rural;56.1746;31.746
28618000;Зубцовский муниципальный район;Зубцовский район;16725;29;Тверская область;28701000;rural;56.1076;34.991
28620000;Калининский муниципальный район;Калининский район;49951;14;Тверская область;28701000;rural;56.534;35.8708
28622000;Калязинский муниципальный район;Калязинский район;20743;34;Тверская область;28701000;rural;57.1139;37.9752
28624000;Кашинский муниципальный район;Кашинский район;25888;34;Тверская область;28701000;rural;57.3429;37.4726
28626000;Кесовогорский муниципальный район;Кесовогорский район;7947;29;Тверская область;28701000;rural;57.5129;37.0912
28628000;Кимрский муниципальный район;Кимрский район;12232;11;Тверская область;28701000;rural;57.0061;37.4351
28630000;Конаковский муниципальный район;Конаковский район;84829;35;Тверская область;28701000;rural;56.7454;36.7104
28632000;Краснохолмский муниципальный район;Краснохолмский район;10749;38;Тверская область;28701000;rural;58.129;37.2912
28634000;Кувшиновский муниципальный район;Кувшиновский район;14548;32;Тверская область;28701000;rural;57.0257;34.1501
28636000;Лесной муниципальный район;Лесной район;4959;18;Тверская область;28701000;rural;58.2529;35.6217
28638000;Лихославльский муниципальный район;Лихославльский район;27831;33;Тверская область;28701000;rural;57.1663;35.4715
28640000;Максатинский муниципальный район;Максатихинский район;15209;35;Тверская область;28701000;rural;57.8072;35.8648
28642000;Молоковский муниципальный район;Молоковский район;4399;32;Тверская область;28701000;rural;58.1484;36.7035
28643000;Нелидовский муниципальный район;Нелидовский район;27710;40;Тверская область;28701000;rural;56.2419;32.7271
28644000;Оленинский муниципальный район;Оленинский район;12204;29;Тверская область;28701000;rural;56.1425;33.5409
28645000;Осташковский муниципальный район;Осташковский район;22700;55;Тверская область;28701000;rural;57.2048;32.8318
28646000;Пеновский муниципальный район;Пеновский район;6357;75;Тверская область;28701000;rural;56.8894;32.4907
28647000;Рамешковский муниципальный район;Рамешковский район;15748;9;Тверская область;28701000;rural;57.2499;36.3583
28648000;Ржевский муниципальный район;Ржев;11976;12;Тверская область;28701000;rural;56.4024;34.0128
28649000;Сандовский муниципальный район;Сандовский район;5918;49;Тверская область;28701000;rural;58.3702;36.1763
28650000;Селижаровский муниципальный район;Селижаровский район;12241;31;Тверская область;28701000;rural;56.7407;33.4514
28651000;Сонковский муниципальный район;Сонковский район;8518;28;Тверская область;28701000;rural;57.7929;37.2546
28652000;Спировский муниципальный район;Спировский район;11488;26;Тверская область;28701000;rural;57.4814;35.2662
28653000;Старицкий муниципальный район;Старицкий район;23411;27;Тверская область;28701000;rural;56.4459;35.0037
28654000;Торжокский муниципальный район;Торжокский район;22721;5;Тверская область;28701000;rural;56.7838;35.0166
28655000;Торопецкий муниципальный район;Торопецкий район;18789;47;Тверская область;28701000;rural;56.482;31.513
28656000;Удомельский муниципальный район;Удомельский район;38368;50;Тверская область;28701000;rural;57.9259;35.0175
28657000;Фировский муниципальный район;Фировский район;8557;25;Тверская область;28701000;rural;57.5199;33.7569
28701000;Городской округ город Тверь;Тверь;414006;80;Тверская область;28701000;regcenter;56.8717;35.8924
28714000;Городской округ город Вышний Волочек;Вышний Волочек;48844;65;Тверская область;28701000;urban;57.5421;34.5574
28726000;Городской округ город Кимры;Кимры;46771;50;Тверская область;28701000;urban;56.856;37.3726
28745000;Городской округ город Ржев;Ржев;60334;50;Тверская область;28701000;urban;56.2441;34.3966
28750000;Городской округ город Торжок;Торжок;46690;53;Тверская область;28701000;urban;57.0447;34.9392
28753000;Городской округ пгт. Озерный;Озерный;10591;23;Тверская область;28701000;urban;57.7014;33.5786
28756000;Городской округ пгт. Солнечный;Солнечный;2166;4;Тверская область;28701000;urban;57.2015;33.0654
29602000;Бабынинский муниципальный район;Бабынинский район;19044;16;Калужская область;29701000;rural;54.4457;35.8689
29604000;Барятинский муниципальный район;Барятинский район;6041;22;Калужская область;29701000;rural;54.3638;34.523
29606000;Боровский муниципальный район;Боровский район;60516;29;Калужская область;29701000;rural;55.1857;36.5375
29608000;Дзержинский муниципальный район;Дзержинский район;54299;20;Калужская область;29701000;rural;54.709;35.8025
29610000;Думиничский муниципальный район;Думиничский район;14540;16;Калужская область;29701000;rural;53.8853;35.0739
29612000;Жиздринский муниципальный район;Жиздринский район;10445;28;Калужская область;29701000;rural;53.7068;34.7081
29613000;Жуковский муниципальный район;Жуковский район;49571;24;Калужская область;29701000;rural;55.0169;36.8969
29614000;Кировский муниципальный район и город Киров;Кировский район;41109;27;Калужская область;29701000;rural;54.1301;34.2756
29615000;Износковский муниципальный район;Износковский район;6683;12;Калужская область;29701000;rural;54.9282;35.32
29616000;Козельский муниципальный район;Козельский район;37501;31;Калужская область;29701000;rural;54.029;35.764
29618000;Куйбышевский муниципальный район;Куйбышевский район;7678;15;Калужская область;29701000;rural;54.132;33.7508
29620000;Людиновский муниципальный район и город Людиново;Людиновский район;43475;36;Калужская область;29701000;rural;53.892;34.5526
29623000;Малоярославецкий муниципальный район;Малоярославецкий район;50808;39;Калужская область;29701000;rural;54.9026;36.3915
29625000;Медынский муниципальный район;Медынский район;12653;25;Калужская область;29701000;rural;55.0485;35.8224
29627000;Мещовский муниципальный район;Мещовский район;12884;16;Калужская область;29701000;rural;54.3255;35.3746
29629000;Мосальский муниципальный район;Мосальский район;8564;26;Калужская область;29701000;rural;54.5427;34.8945
29632000;Перемышльский муниципальный район;Перемышльский район;13540;11;Калужская область;29701000;rural;54.3348;36.1061
29634000;Спас-Деменский муниципальный район;Спас-Деменский район;7379;25;Калужская область;29701000;rural;54.3671;33.9949
29636000;Сухиничский муниципальный район;Сухиничский район;24029;30;Калужская область;29701000;rural;54.1169;35.3248
29638000;Тарусский муниципальный район;Тарусский район;15132;29;Калужская область;29701000;rural;54.6963;37.074
29642000;Ульяновский муниципальный район;Ульяновский район;7102;14;Калужская область;29701000;rural;53.6885;35.7452
29644000;Ферзиковский муниципальный район;Ферзиковский район;17153;8;Калужская область;29701000;rural;54.5266;36.6906
29646000;Хвастовичский муниципальный район;Хвастовичский район;10485;124;Калужская область;29701000;rural;53.4901;35.1786
29650000;Юхновский муниципальный район;Юхновский район;11294;26;Калужская область;29701000;rural;54.72;35.2697
29701000;Городской округ город Калуга;Калуга;359196;61;Калужская область;29701000;regcenter;54.6189;36.2477
29715000;Городской округ город Обнинск;Обнинск;109365;55;Калужская область;29701000;urban;55.1052;36.6011
30601000;Алеутский муниципальный район;Алеутский район;637;7;Камчатский край;30701000;rural;55.2414;166.1056
30604000;Быстринский муниципальный район;Быстринский район;2425;10;Камчатский край;30701000;rural;55.2663;157.5545
30607000;Елизовский муниципальный район;Елизовский район;63533;18;Камчатский край;30701000;rural;53.6177;159.049
30610000;Мильковский муниципальный район;Мильковский район;9921;10;Камчатский край;30701000;rural;55.0539;159.1382
30613000;Соболевский муниципальный район;Соболевский район;2523;8;Камчатский край;30701000;rural;54.5022;156.6122
30616000;Усть-Большерецкий муниципальный район;Усть-Большерецкий район;7944;6;Камчатский край;30701000;rural;52.5767;157.0802
30619000;Усть-Камчатский муниципальный район;Усть-Камчатский район;10362;14;Камчатский край;30701000;rural;56.6007;161.1507
30701000;Городской округ Петропавловск-Камчатский;Петропавловск-Камчатский;181015;42;Камчатский край;30701000;regcenter;53.0399;158.7736
30735000;Городской округ Вилючинский;Вилючинский городской округ;21748;27;Камчатский край;30701000;urban;52.936;158.3792
30824000;Карагинский муниципальный район;Карагинский район;3818;20;Камчатский край;30701000;rural;59.9032;162.5254
30827000;Олюторский муниципальный район;Олюторский район;4209;12;Камчатский край;30701000;rural;61.18;170.286
30829000;Пенжинский муниципальный район;Пенжинский район;2230;7;Камчатский край;30701000;rural;63.415;166.2897
30832000;Тигильский муниципальный район;Тигильский район;3897;8;Камчатский край;30701000;rural;57.4259;158.967
30851000;Городской округ п. Палана;Палана;3007;17;Камчатский край;30701000;urban;59.0726;159.9455
32601000;Беловский муниципальный район;Беловский район;28204;5;Кемеровская область;32701000;rural;54.4439;86.725
32602000;Гурьевский муниципальный район;Гурьевский район;41497;32;Кемеровская область;32701000;rural;54.3931;85.5542
32604000;Ижморский муниципальный район;Ижморский район;11798;23;Кемеровская область;32701000;rural;55.9581;86.8908
32607000;Кемеровский муниципальный район;Кемеровский район;46792;2;Кемеровская область;32701000;rural;55.5722;86.6212
32610000;Крапивинский муниципальный район;Крапивинский район;23646;9;Кемеровская область;32701000;rural;54.9298;87.1281
32613000;Ленинск-Кузнецкий муниципальный район;Ленинск-Кузнецкий район;22560;5;Кемеровская область;32701000;rural;54.6962;85.9619
32616000;Мариинский муниципальный район;Мариинский район;55871;32;Кемеровская область;32701000;rural;56.3516;87.4756
32619000;Новокузнецкий муниципальный район;Новокузнецкий район;50406;4;Кемеровская область;32701000;rural;54.1928;87.769
32622000;Прокопьевский муниципальный район;Прокопьевский район;30944;7;Кемеровская область;32701000;rural;54.1665;86.8955
32625000;Промышленновский муниципальный район;Промышленновский район;48904;13;Кемеровская область;32701000;rural;54.8556;85.3487
32627000;Таштагольский муниципальный район;Таштагольский район;53524;36;Кемеровская область;32701000;rural;52.8729;87.9864
32628000;Тисульский муниципальный район;Тисульский район;22270;13;Кемеровская область;32701000;rural;55.33;87.9993
32631000;Топкинский муниципальный район;Топкинский район;44096;28;Кемеровская область;32701000;rural;55.3324;85.4376
32634000;Тяжинский муниципальный район;Тяжинский район;23526;20;Кемеровская область;32701000;rural;56.0951;88.7244
32637000;Чебулинский муниципальный район;Чебулинский район;15036;12;Кемеровская область;32701000;rural;55.7888;87.5159
32640000;Юргинский муниципальный район;Юргинский район;22247;2;Кемеровская область;32701000;rural;55.9559;84.742
32643000;Яйский муниципальный район;Яйский район;18809;20;Кемеровская область;32701000;rural;56.3105;86.2396
32646000;Яшкинский муниципальный район;Яшкинский район;29045;15;Кемеровская область;32701000;rural;55.8947;85.3647
32701000;Городской округ город Кемерово;Кемерово;549159;73;Кемеровская область;32701000;regcenter;55.3604;86.0379
32704000;Городской округ город Анжеро-Судженск;Анжеро-Судженск;79629;42;Кемеровская область;32701000;urban;56.0833;86.0211
32707000;Городской округ город Белово;Белово;130237;45;Кемеровская область;32701000;urban;54.4267;86.2856
32710000;Городской округ город Березовский;Березовский;49495;21;Кемеровская область;32701000;urban;55.581;86.206
32715000;Городской округ город Калтан;Калтан;30895;34;Кемеровская область;32701000;urban;53.5155;87.2357
32716000;Городской округ город Киселевск;Киселевск;98520;42;Кемеровская область;32701000;urban;54.0615;86.6132
32719000;Городской округ город Ленинск-Кузнецкий;Ленинск-Кузнецкий;100817;50;Кемеровская область;32701000;urban;54.709;86.2569
32725000;Городской округ город Междуреченск;Междуреченск;100906;44;Кемеровская область;32701000;urban;53.8305;88.5128
32728000;Городской округ город Мыски;Мыски;44532;44;Кемеровская область;32701000;urban;53.6263;87.8025
32731000;Городской округ город Новокузнецк;Новокузнецк;550127;67;Кемеровская область;32701000;urban;53.8033;87.3589
32732000;Городской округ город Полысаево;Полысаево;29894;39;Кемеровская область;32701000;urban;54.6149;86.2665
