oktmo;name;short_name;population;share;region;capital;status;lat;lon
1601000;Алейский муниципальный район;Алейский район;14961;9;Алтайский край;1701000;rural;52.5545;82.3953
1602000;Алтайский муниципальный район;Алтайский район;26171;15;Алтайский край;1701000;rural;51.7108;85.1695
1603000;Баевский муниципальный район;Баевский район;9698;10;Алтайский край;1701000;rural;53.3228;80.5121
1604000;Бийский муниципальный район;Бийский район;32764;6;Алтайский край;1701000;rural;52.5936;85.6207
1605000;Благовещенский муниципальный район;Благовещенский район;29128;13;Алтайский край;1701000;rural;52.8689;79.9106
1606000;Бурлинский муниципальный район;Бурлинский район;10783;12;Алтайский край;1701000;rural;53.322;78.1929
1607000;Быстроистокский муниципальный район;Быстроистокский район;9378;11;Алтайский край;1701000;rural;52.4246;84.3823
1608000;Волчихинский муниципальный район;Волчихинский район;18042;16;Алтайский край;1701000;rural;52.0437;80.2636
1609000;Егорьевский муниципальный район;Егорьевский район;13497;5;Алтайский край;1701000;rural;51.8397;81.009
1610000;Ельцовский муниципальный район;Ельцовский район;6101;12;Алтайский край;1701000;rural;53.2004;86.4052
1611000;Завьяловский муниципальный район;Завьяловский район;18354;10;Алтайский край;1701000;rural;52.9155;81.1843
1612000;Залесовский муниципальный район;Залесовский район;14274;9;Алтайский край;1701000;rural;54.1655;84.8506
1613000;Заринский муниципальный район;Заринский район;18554;4;Алтайский край;1701000;rural;54.0092;85.4546
1614000;Змеиногорский муниципальный район;Змеиногорский район;19876;30;Алтайский край;1701000;rural;51.1971;82.2441
1615000;Калманский муниципальный район;Калманский район;13635;7;Алтайский край;1701000;rural;53.0244;83.4414
1616000;Каменский муниципальный район;Каменский район;10730;11;Алтайский край;1701000;rural;53.5849;81.1722
1617000;Ключевский муниципальный район;Ключевский район;17214;9;Алтайский край;1701000;rural;52.3343;79.4854
1618000;Косихинский муниципальный район;Косихинский район;16430;8;Алтайский край;1701000;rural;53.2921;84.5402
1619000;Красногорский муниципальный район;Красногорский район;15578;8;Алтайский край;1701000;rural;52.3428;86.345
1620000;Краснощёковский муниципальный район;Краснощёковский район;17518;6;Алтайский край;1701000;rural;51.6366;82.8464
1621000;Крутихинский муниципальный район;Крутихинский район;10640;11;Алтайский край;1701000;rural;54.037;80.9173
1622000;Кулундинский муниципальный район;Кулундинский район;22255;23;Алтайский край;1701000;rural;52.5609;78.997
1623000;Курьинский муниципальный район;Курьинский район;9910;8;Алтайский край;1701000;rural;51.5745;82.1706
1624000;Кытмановский муниципальный район;Кытмановский район;12727;9;Алтайский край;1701000;rural;53.4362;85.3801
1625000;Локтевский муниципальный район;Локтевский район;26673;16;Алтайский край;1701000;rural;51.116;81.4434
1626000;Мамонтовский муниципальный район;Мамонтовский район;22465;9;Алтайский край;1701000;rural;52.7841;81.7826
1627000;Михайловский муниципальный район;Михайловский район;20093;110;Алтайский край;1701000;rural;51.7735;79.6353
1628000;Новичихинский муниципальный район;Новичихинский район;9390;10;Алтайский край;1701000;rural;52.1652;81.3538
1629000;Зональный муниципальный район;Зональный район;20110;5;Алтайский край;1701000;rural;52.649;84.9122
1630000;Павловский муниципальный район;Павловский район;40775;12;Алтайский край;1701000;rural;53.2844;83.1099
1631000;Панкрушихинский муниципальный район;Панкрушихинский район;12351;10;Алтайский край;1701000;rural;53.8823;80.3691
1632000;Первомайский муниципальный район;Первомайский район;52723;4;Алтайский край;1701000;rural;53.7442;84.1849
1633000;Петропавловский муниципальный район;Петропавловский район;11841;5;Алтайский край;1701000;rural;52.1222;84.148
1634000;Поспелихинский муниципальный район;Поспелихинский район;23580;12;Алтайский край;1701000;rural;51.8307;81.8429
1635000;Ребрихинский муниципальный район;Ребрихинский район;23281;9;Алтайский край;1701000;rural;53.0243;82.3018
1636000;Родинский муниципальный район;Родинский район;19135;12;Алтайский край;1701000;rural;52.5278;80.2832
1637000;Романовский муниципальный район;Романовский район;12183;6;Алтайский край;1701000;rural;52.6198;81.1104
1638000;Рубцовский муниципальный район;Рубцовский район;24434;5;Алтайский край;1701000;rural;51.5069;81.4969
1640000;Смоленский муниципальный район;Смоленский район;22902;10;Алтайский край;1701000;rural;52.2708;84.9613
1641000;Суетский муниципальный район;Суетский район;4535;9;Алтайский край;1701000;rural;53.2585;79.951
1642000;Советский муниципальный район;Советский район;15967;9;Алтайский край;1701000;rural;52.3024;85.5142
1643000;Солонешенский муниципальный район;Солонешенский район;9724;11;Алтайский край;1701000;rural;51.6587;84.3534
1644000;Солтонский муниципальный район;Солтонский район;7809;12;Алтайский край;1701000;rural;52.828;86.5808
1645000;Шелаболихинский муниципальный район;Шелаболихинский район;12913;9;Алтайский край;1701000;rural;53.4123;82.3668
1646000;Табунский муниципальный район;Табунский район;9453;23;Алтайский край;1701000;rural;52.8761;79.1928
1647000;Тальменский муниципальный район;Тальменский район;46172;13;Алтайский край;1701000;rural;53.7653;83.1665
1648000;Тогульский муниципальный район;Тогульский район;7960;15;Алтайский край;1701000;rural;53.5658;86.0831
1649000;Топчихинский муниципальный район;Топчихинский район;22279;9;Алтайский край;1701000;rural;52.8027;83.0547
1650000;Третьяковский муниципальный район;Третьяковский район;13071;8;Алтайский край;1701000;rural;50.8877;82.0329
1651000;Троицкий муниципальный район;Троицкий район;23199;25;Алтайский край;1701000;rural;52.9058;84.4536
1652000;Тюменцевский муниципальный район;Тюменцевский район;14513;7;Алтайский край;1701000;rural;53.2391;81.5404
1653000;Угловский муниципальный район;Угловский район;12948;6;Алтайский край;1701000;rural;51.3387;80.0235
1654000;Усть-Калманский муниципальный район;Усть-Калманский район;14369;9;Алтайский край;1701000;rural;52.06;83.3249
1655000;Усть-Пристанский муниципальный район;Усть-Пристанский район;11862;7;Алтайский край;1701000;rural;52.3648;83.5525
1656000;Хабарский муниципальный район;Хабарский район;15129;11;Алтайский край;1701000;rural;53.6144;79.7094
1657000;Целинный муниципальный район;Целинный район;15674;10;Алтайский край;1701000;rural;52.9859;85.8592
1658000;Чарышский муниципальный район;Чарышский район;11543;10;Алтайский край;1701000;rural;51.4198;83.7049
1659000;Шипуновский муниципальный район;Шипуновский район;32526;8;Алтайский край;1701000;rural;52.2468;82.1757
1660000;Немецкий Национальный муниципальный район;Немецкий национальный район;16656;10;Алтайский край;1701000;rural;53.3591;79.1992
1701000;Городской округ Барнаул;Барнаул;699577;64;Алтайский край;1701000;regcenter;53.3279;83.6757
1703000;Городской округ город Алейск;Алейск;28372;34;Алтайский край;1701000;urban;52.497;82.8284
1704000;Городской округ город Белокуриха;Белокуриха;14877;52;Алтайский край;1701000;urban;51.9869;84.9976
1705000;Городской округ город Бийск;Бийск;213846;58;Алтайский край;1701000;urban;52.46;84.9369
1706000;Городской округ город Заринск;Заринск;47274;39;Алтайский край;1701000;urban;53.695;84.9151
1710000;Городской округ город Камень-на-Оби;Камень-на-Оби;42648;35;Алтайский край;1701000;urban;53.7862;81.2704
1713000;Городской округ город Новоалтайск;Новоалтайск;72308;35;Алтайский край;1701000;urban;53.4424;83.944
1716000;Городской округ город Рубцовск;Рубцовск;146516;43;Алтайский край;1701000;urban;51.4783;81.2281
1719000;Городской округ город Славгород;Славгород;40956;36;Алтайский край;1701000;urban;53.0819;78.557
1730000;Городской округ город Яровое;Яровое;18175;32;Алтайский край;1701000;urban;52.9383;78.5884
1755000;Городской округ Сибирский;Сибирский;11807;15;Алтайский край;1701000;urban;53.5609;83.817
3601000;Абинский муниципальный район;Абинский район;95773;16;Краснодарский край;3701000;rural;44.914;38.3183
3605000;Апшеронский муниципальный район;Апшеронский район;100891;17;Краснодарский край;3701000;rural;44.4055;39.6234
3607000;Белоглинский муниципальный район;Белоглинский район;30486;13;Краснодарский край;3701000;rural;46.0159;40.9664
3608000;Белореченский муниципальный район;Белореченский район;107635;22;Краснодарский край;3701000;rural;44.7679;39.8311
3610000;Брюховецкий муниципальный район;Брюховецкий район;51565;11;Краснодарский край;3701000;rural;45.81;39.0379
3612000;Выселковский муниципальный район;Выселковский район;59753;8;Краснодарский край;3701000;rural;45.6649;39.8164
3613000;Гулькевичский муниципальный район;Гулькевичский район;99324;17;Краснодарский край;3701000;rural;45.3108;40.6923
3614000;Динской муниципальный район;Динской район;136252;5;Краснодарский край;3701000;rural;45.2631;39.1072
3616000;Ейский муниципальный район;Ейский район;137645;37;Краснодарский край;3701000;rural;46.5669;38.2493
3618000;Кавказский муниципальный район;Кавказский район;123902;27;Краснодарский край;3701000;rural;45.5112;40.5899
3619000;Калининский муниципальный район;Калининский район;51139;5;Краснодарский край;3701000;rural;45.6133;38.3874
3620000;Каневской муниципальный район;Каневской район;102881;12;Краснодарский край;3701000;rural;46.2048;38.8158
3621000;Кореновский муниципальный район;Кореновский район;86631;20;Краснодарский край;3701000;rural;45.4891;39.3312
3623000;Красноармейский муниципальный район;Красноармейский район;104255;8;Краснодарский край;3701000;rural;45.4005;38.3333
3624000;Крыловский муниципальный район;Крыловский район;35793;8;Краснодарский край;3701000;rural;46.3725;40.0792
3625000;Крымский муниципальный район;Крымский район;133721;21;Краснодарский край;3701000;rural;45.0179;37.9697
3627000;Курганинский муниципальный район;Курганинский район;105693;16;Краснодарский край;3701000;rural;44.9624;40.6408
3628000;Кущевский муниципальный район;Кущевский район;65905;13;Краснодарский край;3701000;rural;46.6081;39.5371
3630000;Лабинский муниципальный район;Лабинский район;98935;29;Краснодарский край;3701000;rural;44.4964;40.9297
3632000;Ленинградский муниципальный район;Ленинградский район;63734;14;Краснодарский край;3701000;rural;46.1858;39.4164
3633000;Мостовский муниципальный район;Мостовский район;70623;12;Краснодарский край;3701000;rural;44.2007;40.6277
3634000;Новокубанский муниципальный район;Новокубанский район;87211;14;Краснодарский край;3701000;rural;45.1199;40.9595
3635000;Новопокровский муниципальный район;Новопокровский район;43077;8;Краснодарский край;3701000;rural;45.8589;40.6416
3637000;Отрадненский муниципальный район;Отрадненский район;64445;7;Краснодарский край;3701000;rural;44.2484;41.4411
3639000;Павловский муниципальный район;Павловский район;67132;9;Краснодарский край;3701000;rural;46.0751;39.7704
3641000;Приморско-Ахтарский муниципальный район;Приморско-Ахтарский район;59450;21;Краснодарский край;3701000;rural;45.8861;38.3485
3643000;Северский муниципальный район;Северский район;117073;6;Краснодарский край;3701000;rural;44.7474;38.7564
3645000;Славянский муниципальный район;Славянский район;131724;24;Краснодарский край;3701000;rural;45.4873;37.8149
3647000;Староминский муниципальный район;Староминский район;40594;24;Краснодарский край;3701000;rural;46.5061;39.1193
3649000;Тбилисский муниципальный район;Тбилисский район;48600;7;Краснодарский край;3701000;rural;45.4151;40.1796
3651000;Темрюкский муниципальный район;Темрюкский район;121753;22;Краснодарский край;3701000;rural;45.2015;37.1031
3653000;Тимашевский муниципальный район;Тимашевский район;110262;20;Краснодарский край;3701000;rural;45.5979;38.9806
3654000;Тихорецкий муниципальный район;Тихорецкий район;119438;31;Краснодарский край;3701000;rural;45.8372;40.3052
3655000;Туапсинский муниципальный район;Туапсинский район;130140;34;Краснодарский край;3701000;rural;44.2414;39.3139
3656000;Успенский муниципальный район;Успенский район;40879;5;Краснодарский край;3701000;rural;44.8723;41.4774
3657000;Усть-Лабинский муниципальный район;Усть-Лабинский район;111238;17;Краснодарский край;3701000;rural;45.2541;39.8615
3659000;Щербиновский муниципальный район;Щербиновский район;36378;14;Краснодарский край;3701000;rural;46.7494;38.7417
3701000;Городской округ город Краснодар;Краснодар;917855;141;Краснодарский край;3701000;regcenter;45.0506;39.0502
3703000;Городской округ город-курорт Анапа;Анапа;175210;44;Краснодарский край;3701000;urban;45.0247;37.3836
3705000;Городской округ город Армавир;Армавир;210250;38;Краснодарский край;3701000;urban;44.9921;41.1365
3708000;Городской округ город-курорт Геленджик;Геленджик;109251;39;Краснодарский край;3701000;urban;44.5032;38.3756
3709000;Городской округ город Горячий Ключ;Горячий Ключ;61904;21;Краснодарский край;3701000;urban;44.6534;39.265
3720000;Городской округ город Новороссийск;Новороссийск;319248;43;Краснодарский край;3701000;urban;44.7696;37.5908
3726000;Городской округ город-курорт Сочи;Сочи;467681;59;Краснодарский край;3701000;urban;43.7299;39.8598
4601000;Абанский муниципальный район;Абанский район;20648;45;Красноярский край;4701000;rural;56.9928;96.7514
4603000;Ачинский муниципальный район;Ачинский район;15969;4;Красноярский край;4701000;rural;56.1949;90.7246
4604000;Балахтинский муниципальный район;Балахтинский район;19506;14;Красноярский край;4701000;rural;55.3252;92.2114
4605000;Березовский муниципальный район;Березовский район;39877;3;Красноярский край;4701000;rural;55.6796;92.9938
4606000;Бирилюсский муниципальный район;Бирилюсский район;10073;23;Красноярский край;4701000;rural;57.2277;90.429
4608000;Боготольский муниципальный район;Боготольский район;10308;39;Красноярский край;4701000;rural;56.2915;89.9538
4609000;Богучанский муниципальный район;Богучанский район;45527;18;Красноярский край;4701000;rural;58.4775;97.0617
4610000;Большемуртинский муниципальный район;Большемуртинский район;18485;27;Красноярский край;4701000;rural;56.9913;93.1091
4611000;Большеулуйский муниципальный район;Большеулуйский район;7800;16;Красноярский край;4701000;rural;56.6649;90.5782
4613000;Дзержинский муниципальный район;Дзержинский район;13713;15;Красноярский край;4701000;rural;56.8103;95.1377
4614000;Емельяновский муниципальный район;Емельяновский район;47706;4;Красноярский край;4701000;rural;56.5454;92.2895
4615000;Енисейский муниципальный район;Енисейский район;24471;15;Красноярский край;4701000;rural;58.816;90.2835
4616000;Ермаковский муниципальный район;Ермаковский район;19889;20;Красноярский край;4701000;rural;52.463;93.0246
4617000;Идринский муниципальный район;Идринский район;11718;16;Красноярский край;4701000;rural;54.4703;92.4539
4618000;Иланский муниципальный район;Иланский район;24506;29;Красноярский край;4701000;rural;56.2891;95.9921
4619000;Ирбейский муниципальный район;Ирбейский район;16019;11;Красноярский край;4701000;rural;55.2512;95.9691
4620000;Казачинский муниципальный район;Казачинский район;10187;14;Красноярский край;4701000;rural;57.6345;93.4912
4621000;Канский муниципальный район;Канский район;25983;7;Красноярский край;4701000;rural;56.3349;95.2226
4622000;Каратузский муниципальный район;Каратузский район;15262;17;Красноярский край;4701000;rural;53.1919;93.7934
4624000;Кежемский муниципальный район;Кежемский район;21344;33;Красноярский край;4701000;rural;59.0417;101.2705
4626000;Козульский муниципальный район;Козульский район;16475;21;Красноярский край;4701000;rural;56.0942;91.3374
4628000;Краснотуранский муниципальный район;Краснотуранский район;14383;28;Красноярский край;4701000;rural;54.3959;91.5689
4630000;Курагинский муниципальный район;Курагинский район;46280;23;Красноярский край;4701000;rural;54.0209;94.3142
4631000;Манский муниципальный район;Манский район;15885;8;Красноярский край;4701000;rural;55.1886;93.5531
4633000;Минусинский муниципальный район;Минусинский район;26001;7;Красноярский край;4701000;rural;53.7229;92.117
4635000;Мотыгинский муниципальный район;Мотыгинский район;15194;18;Красноярский край;4701000;rural;58.3406;94.5551
4637000;Назаровский муниципальный район;Назаровский район;22840;6;Красноярский край;4701000;rural;55.8192;90.7169
4639000;Нижнеингашский муниципальный район;Нижнеингашский район;30792;15;Красноярский край;4701000;rural;56.319;96.9314
4641000;Новоселовский муниципальный район;Новоселовский район;13275;12;Красноярский край;4701000;rural;54.9661;91.2957
4643000;Партизанский муниципальный район;Партизанский район;9619;8;Красноярский край;4701000;rural;54.7875;94.1079
4645000;Пировский муниципальный район;Пировский район;7104;24;Красноярский край;4701000;rural;57.5817;92.0392
4647000;Рыбинский муниципальный район;Рыбинский район;31384;23;Красноярский край;4701000;rural;56.2736;94.5931
4648000;Саянский муниципальный район;Саянский район;11033;15;Красноярский край;4701000;rural;54.6319;95.2747
4649000;Северо-Енисейский муниципальный район;Северо-Енисейский район;11981;21;Красноярский край;4701000;rural;60.0698;93.2464
4650000;Эвенкийский муниципальный район;Байкитский район;15425;22;Красноярский край;4701000;rural;65.5581;98.645
4651000;Сухобузимский муниципальный район;Сухобузимский район;19908;7;Красноярский край;4701000;rural;56.5756;94.1646
4652000;Тасеевский муниципальный район;Тасеевский район;12131;18;Красноярский край;4701000;rural;57.4018;94.5874
4653000;Таймырский Долгано-Ненецкий муниципальный район;Диксонский район;33381;31;Красноярский край;4701000;rural;72.4138;95.4864
4654000;Туруханский муниципальный район;Туруханский район;16853;25;Красноярский край;4701000;rural;63.4416;88.5764
4655000;Тюхтетский муниципальный район;Тюхтетский район;8308;19;Красноярский край;4701000;rural;56.8505;89.1676
4656000;Ужурский муниципальный район;Ужурский район;31857;40;Красноярский край;4701000;rural;55.3515;90.256
4657000;Уярский муниципальный район;Уярский район;21268;26;Красноярский край;4701000;rural;55.8199;94.2281
4658000;Шарыповский муниципальный район;Шарыповский район;14777;8;Красноярский край;4701000;rural;55.6317;89.3479
4659000;Шушенский муниципальный район;Шушенский район;32555;29;Красноярский край;4701000;rural;52.5936;91.7756
4701000;Городской округ город Красноярск;Красноярск;1053225;120;Красноярский край;4701000;regcenter;55.966;92.8648
4703000;Городской округ город Ачинск;Ачинск;107302;68;Красноярский край;4701000;urban;56.2707;90.5251
4706000;Городской округ город Боготол;Боготол;20545;38;Красноярский край;4701000;urban;56.1963;89.4915
4707000;Городской округ город Бородино;Бородино;16339;43;Красноярский край;4701000;urban;55.9031;94.9011
4709000;Городской округ город Дивногорск;Дивногорск;33042;43;Красноярский край;4701000;urban;55.8889;92.2468
4712000;Городской округ город Енисейск;Енисейск;18359;64;Красноярский край;4701000;urban;58.4351;92.1843
4720000;Городской округ город Канск;Канск;91658;55;Красноярский край;4701000;urban;56.2148;95.6693
4722000;Городской округ город Лесосибирск;Лесосибирск;64842;59;Красноярский край;4701000;urban;58.2279;92.4072
4723000;Городской округ город Минусинск;Минусинск;71083;61;Красноярский край;4701000;urban;53.7324;91.6852
4726000;Городской округ город Назарово;Назарово;51069;50;Красноярский край;4701000;urban;56.009;90.4141
4729000;Городской округ город Норильск;Норильск;176971;47;Красноярский край;4701000;urban;69.3944;88.172
4733000;Городской округ город Сосновоборск;Сосновоборск;37093;40;Красноярский край;4701000;urban;56.1271;93.3573
4735000;Городской округ город Железногорск;Железногорск;93927;42;Красноярский край;4701000;urban;56.2263;93.5043
4737000;Городской округ город Зеленогорск;Зеленогорск;63388;41;Красноярский край;4701000;urban;56.0864;94.5685
4740000;Городской округ город Шарыпово;Шарыпово;46902;45;Красноярский край;4701000;urban;55.5365;89.1983
4775000;Городской округ п. Кедровый;Кедровый;5370;6;Красноярский край;4701000;urban;56.2642;92.271
4780000;Городской округ п. Солнечный;Солнечный;9958;1;Красноярский край;4701000;urban;55.2818;89.8269
5602000;Анучинский муниципальный район;Анучинский район;13362;4;Приморский край;5701000;rural;44.0097;133.0514
5607000;Дальнереченский муниципальный район;Дальнереченский район;10180;2;Приморский край;5701000;rural;45.3454;134.4157
5610000;Кавалеровский муниципальный район;Кавалеровский район;24657;14;Приморский край;5701000;rural;44.3832;135.0818
5612000;Кировский муниципальный район;Кировский район;19611;6;Приморский край;5701000;rural;44.994;133.84
5614000;Красноармейский муниципальный район;Красноармейский район;17254;5;Приморский край;5701000;rural;45.7577;135.5894
5617000;Лазовский муниципальный район;Лазовский район;13164;9;Приморский край;5701000;rural;43.2683;133.9604
5620000;Михайловский муниципальный район;Михайловский район;31428;6;Приморский край;5701000;rural;43.8557;132.5716
5623000;Надеждинский муниципальный район;Надеждинский район;38209;4;Приморский край;5701000;rural;43.4797;131.8665
5626000;Октябрьский муниципальный район;Октябрьский район;28238;4;Приморский край;5701000;rural;44.0895;131.5829
5628000;Ольгинский муниципальный район;Ольгинский район;9954;6;Приморский край;5701000;rural;43.7611;134.8385
5630000;Партизанский муниципальный район;Партизанский район;29427;22;Приморский край;5701000;rural;43.259;133.4808
5632000;Пограничный муниципальный район;Пограничный район;22733;9;Приморский край;5701000;rural;44.5678;131.4667
5634000;Пожарский муниципальный район;Пожарский район;29284;16;Приморский край;5701000;rural;46.6514;135
5637000;Спасский муниципальный район;Спасский район;28446;1;Приморский край;5701000;rural;44.7042;133.188
5640000;Тернейский муниципальный район;Тернейский район;11633;7;Приморский край;5701000;rural;47.1957;138.2164
5646000;Ханкайский муниципальный район;Ханкайский район;22992;8;Приморский край;5701000;rural;44.9319;131.8541
5648000;Хасанский муниципальный район;Хасанский район;32541;9;Приморский край;5701000;rural;43.1786;131.4058
5650000;Хорольский муниципальный район;Хорольский район;28261;6;Приморский край;5701000;rural;44.3884;132.0534
5653000;Черниговский муниципальный район;Черниговский район;34081;10;Приморский край;5701000;rural;44.2699;132.5509
5655000;Чугуевский муниципальный район;Чугуевский район;23120;7;Приморский край;5701000;rural;43.9605;133.9457
5657000;Шкотовский муниципальный район;Шкотовский район;24281;12;Приморский край;5701000;rural;43.3022;132.5987
5659000;Яковлевский муниципальный район;Яковлевский район;14834;6;Приморский край;5701000;rural;44.507;133.6056
5701000;Городской округ Владивостокский;Владивосток;631387;74;Приморский край;5701000;regcenter;43.1374;131.9679
5703000;Городской округ Арсеньевский;Арсеньев;53543;27;Приморский край;5701000;urban;44.1407;133.2728
5705000;Городской округ Артемовский;Артем;113451;18;Приморский край;5701000;urban;43.3557;132.1952
5706000;Городской округ город Большой Камень (ЗАТО);Большой Камень;39879;20;Приморский край;5701000;urban;43.0853;132.37
5707000;Городской округ Дальнегорский;Дальнегорск;43961;20;Приморский край;5701000;urban;44.7947;135.5776
5708000;Городской округ Дальнереченский;Дальнереченск;29314;22;Приморский край;5701000;urban;45.8861;133.7334
5711000;Городской округ Лесозаводский;Лесозаводск;44221;17;Приморский край;5701000;urban;45.4741;133.7445
5714000;Городской округ Находкинский;Находка;156649;30;Приморский край;5701000;urban;42.8863;132.6187
5717000;Городской округ Партизанский;Партизанск;45564;17;Приморский край;5701000;urban;43.3179;133.0786
5720000;Спасск-Дальний городской округ;Спасск-Дальний;42020;28;Приморский край;5701000;urban;44.5926;132.817
5723000;Городской округ Уссурийский;Уссурийск;194250;31;Приморский край;5701000;urban;43.6669;131.4508
5747000;Городской округ город Фокино;Фокино;31379;17;Приморский край;5701000;urban;43.0191;132.4531
7602000;Александровский муниципальный район;Александровский район;48685;11;Ставропольский край;7701000;rural;44.657;42.9759
7605000;Апанасенковский муниципальный район;Апанасенковский район;31252;12;Ставропольский край;7701000;rural;45.7739;43.6017
7607000;Арзгирский муниципальный район;Арзгирский район;25392;11;Ставропольский край;7701000;rural;45.3021;44.1996
7610000;Благодарненский муниципальный район;Благодарненский район;59623;22;Ставропольский край;7701000;rural;45.0865;43.622
7612000;Будённовский муниципальный район;Буденновский район;116274;24;Ставропольский край;7701000;rural;44.8192;44.1251
7615000;Георгиевский муниципальный район;Георгиевский район;100886;3;Ставропольский край;7701000;rural;44.3231;43.3986
7617000;Грачевский муниципальный район;Грачевский район;37185;3;Ставропольский край;7701000;rural;45.0536;42.4609
7620000;Изобильненский муниципальный район;Изобильненский район;99639;17;Ставропольский край;7701000;rural;45.3656;41.6916
7622000;Ипатовский муниципальный район;Ипатовский район;59579;15;Ставропольский край;7701000;rural;45.8121;42.504
7625000;Кировский муниципальный район;Кировский район;71026;14;Ставропольский край;7701000;rural;43.9831;43.6532
7628000;Кочубеевский муниципальный район;Кочубеевский район;77096;6;Ставропольский край;7701000;rural;44.6782;41.7391
7630000;Красногвардейский муниципальный район;Красногвардейский район;38547;6;Ставропольский край;7701000;rural;45.769;41.4942
7632000;Андроповский муниципальный район;Андроповский район;34761;8;Ставропольский край;7701000;rural;44.5686;42.4043
7633000;Курский муниципальный район;Курский район;53423;6;Ставропольский край;7701000;rural;43.9273;44.8705
7636000;Левокумский муниципальный район;Левокумский район;40310;7;Ставропольский край;7701000;rural;45.1003;44.9503
7639000;Минераловодский муниципальный район;Минераловодский район;140995;32;Ставропольский край;7701000;rural;44.3812;42.9874
7641000;Нефтекумский муниципальный район;Нефтекумский район;64970;17;Ставропольский край;7701000;rural;44.48;45.0329
7643000;Новоалександровский муниципальный район;Новоалександровский район;65556;16;Ставропольский край;7701000;rural;45.4772;41.1805
7644000;Новоселицкий муниципальный район;Новоселицкий район;26169;5;Ставропольский край;7701000;rural;44.7405;43.5495
7646000;Петровский муниципальный район;Петровский район;75336;16;Ставропольский край;7701000;rural;45.34;42.7796
7648000;Предгорный муниципальный район;Предгорный район;108669;9;Ставропольский край;7701000;rural;44.0947;42.6738
7650000;Советский муниципальный район;Советский район;61737;20;Ставропольский край;7701000;rural;44.3329;43.8887
7652000;Степновский муниципальный район;Степновский район;21471;7;Ставропольский край;7701000;rural;44.2719;44.6247
7654000;Труновский муниципальный район;Труновский район;33403;7;Ставропольский край;7701000;rural;45.518;42.0164
7656000;Туркменский муниципальный район;Туркменский район;24183;7;Ставропольский край;7701000;rural;45.425;43.3612
7658000;Шпаковский муниципальный район;Шпаковский район;135633;10;Ставропольский край;7701000;rural;44.903;42.1377
7701000;Городской округ город Ставрополь;Ставрополь;425853;73;Ставропольский край;7701000;regcenter;45.0335;41.9638
7707000;Городской округ город Георгиевск;Георгиевск;70803;50;Ставропольский край;7701000;urban;44.149;43.4643
7710000;Городской округ город-курорт Ессентуки;Ессентуки;104288;42;Ставропольский край;7701000;urban;44.0512;42.8636
7712000;Городской округ город-курорт Железноводск;Железноводск;24950;57;Ставропольский край;7701000;urban;44.1132;43.0763
7715000;Городской округ город-курорт Кисловодск;Кисловодск;130007;33;Ставропольский край;7701000;urban;43.8902;42.7646
7718000;Городской округ город Лермонтов;Лермонтов;22741;36;Ставропольский край;7701000;urban;44.1051;42.9989
7724000;Городской округ город Невинномысск;Невинномысск;117868;42;Ставропольский край;7701000;urban;44.6858;41.9034
7727000;Городской округ город-курорт Пятигорск;Пятигорск;145971;82;Ставропольский край;7701000;urban;44.0384;43.0829
8603000;Амурский муниципальный район;Амурский район;61864;19;Хабаровский край;8701000;rural;49.7804;135.5532
8606000;Аяно-Майский муниципальный район;Аяно-Майский район;2009;7;Хабаровский край;8701000;rural;57.4077;135
8609000;Бикинский муниципальный район;Бикинский район;22858;21;Хабаровский край;8701000;rural;46.8525;134.2239
8612000;Ванинский муниципальный район;Ванинский район;34873;15;Хабаровский край;8701000;rural;50.4553;139.6905
8614000;Верхнебуреинский муниципальный район;Верхнебуреинский район;25763;16;Хабаровский край;8701000;rural;50.8961;132.6314
8617000;Вяземский муниципальный район;Вяземский район;21583;14;Хабаровский край;8701000;rural;47.4715;135
8620000;Комсомольский муниципальный район;Комсомольский район;28618;4;Хабаровский край;8701000;rural;50.402;137.9961
8624000;Им. Лазо муниципальный район;Им. Лазо район;42929;4;Хабаровский край;8701000;rural;47.528;136.3131
8628000;Нанайский муниципальный район;Нанайский район;16506;4;Хабаровский край;8701000;rural;49.4198;136.9201
8631000;Николаевский муниципальный район;Николаевский район;29326;20;Хабаровский край;8701000;rural;53.753;139.7941
8634000;Охотский муниципальный район;Охотский район;6988;18;Хабаровский край;8701000;rural;60.5076;141.4859
8637000;Им. Полины Осипенко муниципальный район;Им. Полины Осипенко район;4682;3;Хабаровский край;8701000;rural;52.3357;136.1784
8642000;Советско-Гаванский муниципальный район;Советско-Гаванский район;40831;23;Хабаровский край;8701000;rural;48.4389;139.2932
8644000;Солнечный муниципальный район;Солнечный район;31238;7;Хабаровский край;8701000;rural;51.1312;135.5716
8646000;Тугуро-Чумиканский муниципальный район;Тугуро-Чумиканский район;2029;6;Хабаровский край;8701000;rural;54.5417;133.647
8650000;Ульчский муниципальный район;Ульчский район;16583;8;Хабаровский край;8701000;rural;51.8097;139.6558
8655000;Хабаровский муниципальный район;Хабаровский район;89379;3;Хабаровский край;8701000;rural;49.57;133.8073
8701000;Городской округ город Хабаровск;Хабаровск;607216;78;Хабаровский край;8701000;regcenter;48.4932;135.0895
