Код ТЕРСОН-МО;Наименование территории;Субъект РФ;Численность населения, в среднем за 2015-2022 гг.;Города федерального значения;Административные центры регионов;Прочие городские округа;Муниципальные округа;Муниципальные районы;Эксклавы;Северный Кавказ;Дальний Восток;Арктическая зона;Крайний Север;Приграничные территории;Коэффициент миграционной подвижности, ‰, 2015-2022 гг.;Коэффициент миграционного прироста, ‰, 2015-2022 гг.;Доля миграционного оборота внутри региона, %, 2015-2022 гг.;Доля миграционного оборота между регионами, %, 2015-2022 гг.;Доля миграционного оборота между странами, %, 2015-2022 гг.;Доля женщин среди мигрантов, %, 2015-2022 гг.;Средний возраст мигранта, лет, 2015-2022 гг.;Доля населения 65+ среди мигрантов, %, 2015-2022 гг.;Тип по приросту (убыли), 2015-2022 гг.;Крупнейшее направление миграции, webcensus.ru;Доля Москвы в потоках в Москву и СПб, %, webcensus.ru;Доля Москвы и СПб в исходящих потоках, %, webcensus.ru;Виртуальный миграционный прирост на 100 пользователей, webcensus.ru;Крупнейшее направление миграции, VK.com, 2022 г.;Доля Москвы в потоках в Москву и СПб, %, VK.com, 2022 г.;Расстояние до административного центра, км;Отношение зарплаты к медианной (без МСП), %, 2015-2022 гг.;Масштаб локальной экономики (без МСП), %, 2015-2022 гг.
3562300000;Красноперекопский муниципальный район ;Республика Крым;25574;0;0;0;0;1;1;0;0;0;0;1;37.1;-3.9;59.8;31.9;8.3;54.0;29.4;4.9;тип 4   - - +;не столица в своем регионе;60.0;4.3;-24.4;столица своего региона;67.9;105;78;0.1
3562700000;Ленинский муниципальный район;Республика Крым;59874;0;0;0;0;1;1;0;0;0;0;1;34.1;-5.9;44.2;45.6;10.1;50.7;33.7;6.4;тип 4   - - +;не столица в своем регионе;85.4;10.8;-14.2;столица своего региона;71.9;159;89;1.0
3563100000;Нижнегорский муниципальный район;Республика Крым;43996;0;0;0;0;1;1;0;0;0;0;0;35.0;0.4;50.6;37.4;12.0;52.2;31.0;4.8;тип 4   - - +;столица своего региона;74.2;9.1;-19.4;столица своего региона;59.1;82;92;0.3
3563500000;Первомайский муниципальный район ;Республика Крым;32212;0;0;0;0;1;1;0;0;0;0;0;32.5;-5.2;63.7;31.3;5.0;52.9;31.1;5.2;тип 4   - - +;столица своего региона;69.5;5.5;-22.0;столица своего региона;54.5;75;84;0.2
3563900000;Раздольненский муниципальный район ;Республика Крым;29800;0;0;0;0;1;1;0;0;0;0;0;56.1;1.8;54.8;33.3;11.9;52.5;32.6;6.2;тип 2   - + +;столица своего региона;72.1;8.4;-13.6;столица своего региона;55.0;95;87;0.3
3564300000;Сакский муниципальный район;Республика Крым;76829;0;0;0;0;1;1;0;0;0;0;0;46.3;5.8;39.4;40.7;19.9;52.6;34.0;7.0;тип 2   - + +;не столица в своем регионе;74.8;4.8;-20.7;столица своего региона;66.0;49;91;0.7
3564700000;Симферопольский муниципальный район;Республика Крым;160857;0;0;0;0;1;1;0;0;0;0;0;52.2;13.8;54.3;28.3;17.5;52.1;32.9;6.3;тип 1   + + +;столица своего региона;73.0;3.6;-45.0;столица своего региона;63.8;14;102;4.9
3565200000;Советский муниципальный район;Республика Крым;31316;0;0;0;0;1;1;0;0;0;0;0;35.3;-3.1;61.5;28.6;9.8;53.6;31.2;4.7;тип 4   - - +;столица своего региона;81.1;8.9;-12.2;столица своего региона;64.0;75;89;0.1
3565600000;Черноморский муниципальный район;Республика Крым;30450;0;0;0;0;1;1;0;0;0;0;0;50.2;8.4;28.6;43.9;27.5;51.9;35.7;7.5;тип 2   - + +;столица своего региона;80.7;10.6;-6.4;столица своего региона;58.0;105;137;0.4
3570100000;Городской округ Симферополь;Республика Крым;354748;0;1;0;0;0;1;0;0;0;0;0;49.1;3.4;40.6;32.1;27.3;49.7;29.3;4.5;тип 4   - - +;Москва;75.7;25.3;2.6;не столица в другом регионе;71.1;0;129;30.0
3570300000;Городской округ Алушта;Республика Крым;53693;0;0;1;0;0;1;0;0;0;0;0;50.9;12.5;25.9;45.5;28.5;53.3;37.7;9.9;тип 2   - + +;столица своего региона;69.7;16.5;-1.9;столица своего региона;69.6;34;101;1.5
3570600000;Городской округ Армянск;Республика Крым;23463;0;0;1;0;0;1;0;0;0;0;1;58.7;0.0;29.8;56.1;14.1;50.6;31.7;6.4;тип 4   - - +;столица своего региона;75.4;15.1;-3.7;столица своего региона;77.5;135;95;2.7
3570900000;Городской округ Джанкой ;Республика Крым;37417;0;0;1;0;0;1;0;0;0;0;0;43.6;0.9;29.6;63.3;7.1;48.7;29.0;4.1;тип 2   - + +;столица своего региона;75.4;12.8;-2.6;столица своего региона;64.2;91;98;1.2
3571200000;Городской округ Евпатория;Республика Крым;120051;0;0;1;0;0;1;0;0;0;0;0;43.3;7.2;28.3;54.6;17.1;52.6;35.4;8.9;тип 1   + + +;столица своего региона;70.2;25.5;0.0;столица своего региона;61.8;65;93;2.2
3571500000;Городской округ Керчь ;Республика Крым;150176;0;0;1;0;0;1;0;0;0;0;0;48.5;9.8;21.6;65.4;13.0;45.7;32.4;6.3;тип 1   + + +;Москва;68.4;28.9;-1.5;столица своего региона;55.3;185;106;4.7
3571800000;Городской округ Красноперекопск;Республика Крым;25865;0;0;1;0;0;1;0;0;0;0;0;35.4;-2.8;40.8;49.5;9.7;51.7;32.5;6.9;тип 4   - - +;столица своего региона;81.7;13.9;-1.8;столица своего региона;79.5;116;97;4.1
3572100000;Городской округ Саки  ;Республика Крым;24443;0;0;1;0;0;1;0;0;0;0;0;45.3;2.7;29.4;48.8;21.8;52.5;34.9;8.3;тип 2   - + +;столица своего региона;76.2;15.3;-0.9;столица своего региона;69.0;46;97;1.6
3572300000;Городской округ Судак;Республика Крым;33294;0;0;1;0;0;1;0;0;0;0;0;33.6;-1.2;30.3;39.7;30.0;52.1;35.5;8.1;тип 4   - - +;столица своего региона;72.7;17.6;-0.7;столица своего региона;76.9;68;98;0.7
3572600000;Городской округ Феодосия;Республика Крым;100180;0;0;1;0;0;1;0;0;0;0;0;50.5;7.5;24.4;58.8;16.8;50.9;33.5;7.3;тип 1   + + +;столица своего региона;61.6;28.7;-1.4;столица своего региона;54.1;100;102;1.8
3572900000;Городской округ Ялта;Республика Крым;134918;0;0;1;0;0;1;0;0;0;0;0;51.0;9.2;19.4;41.3;39.3;53.6;37.2;8.0;тип 3   + - +;столица своего региона;70.3;20.5;-0.8;столица своего региона;62.8;47;118;6.4
0360100000;Абинский муниципальный район;Краснодарский край;96656;0;0;0;0;1;0;0;0;0;0;0;66.1;7.0;34.6;56.9;8.5;54.0;34.7;8.0;тип 2   - + +;столица своего региона;68.9;8.3;-11.8;столица своего региона;58.0;58;109;18.0
0360500000;Апшеронский муниципальный район;Краснодарский край;99093;0;0;0;0;1;0;0;0;0;0;0;52.3;-0.3;36.3;50.1;13.6;54.5;36.1;8.7;тип 2   - + +;столица своего региона;56.9;12.1;-12.2;столица своего региона;57.3;83;95;1.0
0360700000;Белоглинский муниципальный район;Краснодарский край;30037;0;0;0;0;1;0;0;0;0;0;0;52.0;2.4;33.5;59.8;6.6;53.5;30.8;6.2;тип 2   - + +;столица своего региона;65.5;6.6;-17.7;столица своего региона;63.3;186;100;3.0
0360800000;Белореченский муниципальный район;Краснодарский край;106719;0;0;0;0;1;0;0;0;0;0;0;59.5;0.2;40.2;53.2;6.6;54.3;31.4;5.8;тип 2   - + +;столица своего региона;63.9;13.9;-4.6;столица своего региона;55.9;69;105;10.5
0361000000;Брюховецкий муниципальный район;Краснодарский край;48933;0;0;0;0;1;0;0;0;0;0;0;47.1;-1.2;48.4;45.7;5.9;55.3;32.0;6.5;тип 2   - + +;столица своего региона;68.2;7.2;-23.1;столица своего региона;71.6;87;100;2.7
0361200000;Выселковский муниципальный район;Краснодарский край;57197;0;0;0;0;1;0;0;0;0;0;0;36.4;-4.5;49.0;45.9;5.2;53.0;32.4;7.2;тип 8   - - -;столица своего региона;59.2;3.6;-23.3;столица своего региона;63.5;94;122;14.1
0361300000;Гулькевичский муниципальный район;Краснодарский край;98345;0;0;0;0;1;0;0;0;0;0;0;53.9;3.1;46.5;43.7;9.8;54.2;31.8;6.4;тип 1   + + +;столица своего региона;70.2;10.9;-9.9;столица своего региона;59.2;134;100;6.5
0361400000;Динской муниципальный район;Краснодарский край;141832;0;0;0;0;1;0;0;0;0;0;0;47.6;8.3;40.8;50.1;9.1;53.0;34.0;6.3;тип 1   + + +;столица своего региона;62.5;3.3;-29.8;столица своего региона;45.7;27;110;10.9
0361600000;Ейский муниципальный район;Краснодарский край;136012;0;0;0;0;1;0;0;0;0;0;0;60.6;5.0;28.9;62.6;8.5;53.3;34.5;8.8;тип 2   - + +;столица своего региона;66.0;20.4;-2.3;столица своего региона;61.0;182;98;4.6
0361800000;Кавказский муниципальный район;Краснодарский край;120414;0;0;0;0;1;0;0;0;0;0;0;50.0;-0.9;44.2;48.9;6.8;53.6;31.6;5.9;тип 4   - - +;столица своего региона;59.9;15.6;-6.3;столица своего региона;55.4;133;104;4.6
0361900000;Калининский муниципальный район;Краснодарский край;50577;0;0;0;0;1;0;0;0;0;0;0;57.8;3.1;52.1;37.9;9.9;54.5;32.4;6.2;тип 2   - + +;столица своего региона;76.7;5.1;-37.8;столица своего региона;80.0;83;95;2.4
0362000000;Каневской муниципальный район;Краснодарский край;100062;0;0;0;0;1;0;0;0;0;0;0;45.9;0.8;45.5;44.5;10.0;53.1;30.4;5.4;тип 2   - + +;столица своего региона;60.9;7.3;-7.7;столица своего региона;63.9;132;105;8.7
0362100000;Кореновский муниципальный район;Краснодарский край;84997;0;0;0;0;1;0;0;0;0;0;0;50.6;2.4;45.2;47.7;7.1;53.0;31.7;6.2;тип 2   - + +;столица своего региона;59.5;8.0;-8.1;столица своего региона;52.2;56;105;8.9
0362300000;Красноармейский муниципальный район;Краснодарский край;102524;0;0;0;0;1;0;0;0;0;0;0;54.8;3.8;44.4;40.5;15.1;53.3;33.9;6.8;тип 2   - + +;столица своего региона;63.4;5.1;-20.2;столица своего региона;58.3;69;102;5.2
0362400000;Крыловский муниципальный район;Краснодарский край;34662;0;0;0;0;1;0;0;0;0;0;0;55.7;0.3;43.7;45.8;10.5;52.5;29.2;5.3;тип 2   - + +;столица своего региона;53.3;5.5;-24.0;столица другого региона;77.3;170;91;0.5
0362500000;Крымский муниципальный район;Краснодарский край;132262;0;0;0;0;1;0;0;0;0;0;0;66.7;4.9;41.1;41.3;17.6;52.4;34.2;6.9;тип 2   - + +;столица своего региона;62.5;10.1;-7.1;столица своего региона;62.5;84;112;5.6
0362700000;Курганинский муниципальный район;Краснодарский край;102446;0;0;0;0;1;0;0;0;0;0;0;41.0;-3.1;41.9;49.5;8.6;54.1;32.3;6.6;тип 4   - - +;столица своего региона;60.8;12.5;-10.6;столица своего региона;61.4;126;89;3.1
0362800000;Кущевский муниципальный район;Краснодарский край;64761;0;0;0;0;1;0;0;0;0;0;0;57.6;1.5;41.5;52.2;6.3;52.3;31.2;6.2;тип 2   - + +;столица другого региона;68.6;6.5;-12.6;столица другого региона;73.3;180;103;5.1
0363000000;Лабинский муниципальный район;Краснодарский край;94258;0;0;0;0;1;0;0;0;0;0;0;42.5;-5.3;38.7;51.8;9.5;53.8;32.2;6.6;тип 4   - - +;столица своего региона;59.0;15.0;-6.1;столица своего региона;54.2;161;96;5.6
0363200000;Ленинградский муниципальный район;Краснодарский край;61328;0;0;0;0;1;0;0;0;0;0;0;66.4;4.0;50.6;38.4;11.0;53.9;29.9;6.2;тип 1   + + +;столица своего региона;31.2;15.8;-16.4;столица своего региона;39.7;132;105;5.2
0363300000;Мостовский муниципальный район;Краснодарский край;69647;0;0;0;0;1;0;0;0;0;0;1;56.8;1.4;46.0;48.7;5.4;54.8;32.0;6.9;тип 2   - + +;столица своего региона;55.1;9.2;-17.6;столица своего региона;52.8;156;99;2.7
0363400000;Новокубанский муниципальный район;Краснодарский край;85110;0;0;0;0;1;0;0;0;0;0;0;40.7;-1.6;39.6;53.6;6.8;53.3;32.2;6.1;тип 4   - - +;не столица в своем регионе;66.7;12.2;-10.8;не столица в своем регионе;66.9;151;99;4.2
0363500000;Новопокровский муниципальный район;Краснодарский край;42118;0;0;0;0;1;0;0;0;0;0;0;42.6;1.9;42.4;51.4;6.2;55.6;31.2;5.6;тип 2   - + +;столица своего региона;61.8;4.9;-24.7;столица своего региона;63.2;156;91;1.7
0363700000;Отрадненский муниципальный район;Краснодарский край;63987;0;0;0;0;1;0;0;0;0;0;0;53.8;1.7;46.5;44.3;9.1;52.8;31.7;6.6;тип 2   - + +;столица своего региона;65.4;8.2;-24.0;столица своего региона;58.1;209;94;0.9
0363900000;Павловский муниципальный район;Краснодарский край;64139;0;0;0;0;1;0;0;0;0;0;0;40.4;-4.1;42.4;46.2;11.3;52.2;30.9;6.0;тип 4   - - +;столица своего региона;70.0;6.0;-19.4;столица своего региона;63.1;130;99;5.2
0364100000;Приморско-Ахтарский муниципальный район;Краснодарский край;57764;0;0;0;0;1;0;0;0;0;0;0;59.6;3.1;36.9;56.6;6.5;54.4;35.4;8.5;тип 2   - + +;столица своего региона;64.3;10.8;-9.2;столица своего региона;58.6;110;90;1.1
0364300000;Северский муниципальный район;Краснодарский край;119811;0;0;0;0;1;0;0;0;0;0;0;54.1;11.4;31.5;54.4;14.1;53.3;34.5;7.7;тип 1   + + +;столица своего региона;62.9;5.2;-27.6;столица своего региона;57.5;38;136;24.8
0364500000;Славянский муниципальный район;Краснодарский край;129039;0;0;0;0;1;0;0;0;0;0;0;54.5;3.4;46.5;43.4;10.1;53.1;32.9;6.5;тип 2   - + +;столица своего региона;58.9;11.2;-4.2;столица своего региона;67.5;109;113;34.6
0364700000;Староминский муниципальный район;Краснодарский край;40033;0;0;0;0;1;0;0;0;0;0;0;49.9;4.4;31.9;60.8;7.3;53.0;30.5;5.8;тип 2   - + +;столица своего региона;68.9;8.9;-11.0;столица другого региона;62.0;165;98;3.0
0364900000;Тбилисский муниципальный район;Краснодарский край;48329;0;0;0;0;1;0;0;0;0;0;0;42.2;1.6;38.7;48.6;12.8;54.2;33.4;6.4;тип 2   - + +;столица своего региона;57.7;6.3;-26.7;столица своего региона;63.6;99;99;4.5
0365100000;Темрюкский муниципальный район;Краснодарский край;123796;0;0;0;0;1;0;0;0;0;0;0;75.3;10.6;36.1;52.2;11.6;51.9;33.4;7.0;тип 1   + + +;столица своего региона;57.9;10.4;-6.5;столица своего региона;51.0;153;140;40.2
0365300000;Тимашевский муниципальный район;Краснодарский край;108105;0;0;0;0;1;0;0;0;0;0;0;47.3;0.1;47.7;43.0;9.3;53.0;30.8;6.2;тип 2   - + +;столица своего региона;67.6;7.6;-7.1;столица своего региона;51.4;64;123;17.9
0365400000;Тихорецкий муниципальный район;Краснодарский край;114498;0;0;0;0;1;0;0;0;0;0;0;38.2;-3.0;38.4;55.6;6.0;51.7;31.6;5.8;тип 4   - - +;столица своего региона;59.9;13.3;-5.5;столица своего региона;58.8;134;106;7.8
0365500000;Туапсинский муниципальный район;Краснодарский край;127430;0;0;0;0;1;0;0;0;0;0;0;54.8;-0.5;35.0;57.6;7.3;54.5;34.5;7.3;тип 2   - + +;столица своего региона;51.0;19.5;-2.4;столица своего региона;39.9;90;127;19.0
0365600000;Успенский муниципальный район;Краснодарский край;39872;0;0;0;0;1;0;0;0;0;0;0;39.0;-5.3;49.6;47.2;3.2;54.9;29.7;5.1;тип 4   - - +;не столица в своем регионе;57.8;8.1;-35.7;не столица в своем регионе;80.8;193;110;3.5
0365700000;Усть-Лабинский муниципальный район;Краснодарский край;105953;0;0;0;0;1;0;0;0;0;0;0;34.3;-5.8;38.3;55.6;6.1;52.2;33.1;7.1;тип 4   - - +;столица своего региона;62.8;8.4;-9.2;столица своего региона;51.1;69;104;6.7
0365900000;Щербиновский муниципальный район;Краснодарский край;35001;0;0;0;0;1;0;0;0;0;0;0;51.8;-1.7;35.0;60.6;4.4;52.7;32.4;6.9;тип 2   - + +;не столица в своем регионе;70.6;8.7;-18.6;столица своего региона;66.7;193;99;2.0
0370100000;Городской округ  город Краснодар;Краснодарский край;1072041;0;1;0;0;0;0;0;0;0;0;0;64.3;15.9;30.7;58.3;11.0;55.2;32.4;5.7;тип 1   + + +;Москва;71.5;28.0;3.4;Москва;67.7;0;162;178.4
0370300000;Городской округ  город-курорт Анапа;Краснодарский край;189587;0;0;1;0;0;0;0;0;0;0;0;118.3;25.9;17.2;62.2;20.6;53.3;37.1;9.3;тип 1   + + +;столица своего региона;60.3;25.0;3.4;столица своего региона;54.2;130;113;10.6
0370500000;Городской округ  город Армавир;Краснодарский край;206959;0;0;1;0;0;0;0;0;0;0;0;35.6;-2.2;38.4;48.9;12.8;54.4;31.8;6.3;тип 4   - - +;столица своего региона;67.4;22.7;-0.1;столица своего региона;71.4;165;100;11.6
0370800000;Городской округ  город-курорт Геленджик;Краснодарский край;113109;0;0;1;0;0;0;0;0;0;0;0;80.2;5.7;25.1;58.3;16.7;53.7;35.8;7.8;тип 2   - + +;столица своего региона;66.4;23.3;1.8;столица своего региона;58.6;78;122;4.8
0370900000;Городской округ  город Горячий Ключ;Краснодарский край;64648;0;0;1;0;0;0;0;0;0;0;0;88.2;25.5;26.2;65.0;8.8;52.8;36.6;10.6;тип 1   + + +;столица своего региона;57.3;8.1;-4.5;столица своего региона;58.6;45;114;2.8
0372000000;Городской округ  город Новороссийск;Краснодарский край;330636;0;0;1;0;0;0;0;0;0;0;0;52.6;10.5;27.0;57.3;15.7;51.0;33.3;6.1;тип 1   + + +;столица своего региона;59.5;25.1;2.5;столица своего региона;55.3;117;158;104.1
0372600000;Городской округ  город-курорт Сочи;Краснодарский край;521621;0;0;1;0;0;0;0;0;0;0;1;76.7;13.2;15.4;71.6;13.1;55.7;37.2;10.6;тип 1   + + +;Москва;67.0;39.9;2.9;Москва;57.3;158;146;40.7
1260500000;Муниципальный район Ахтубинский;Астраханская область;61753;0;0;0;0;1;0;0;0;0;0;1;51.6;-7.7;21.1;69.8;9.0;50.3;30.7;4.6;тип 4   - - +;Москва;78.7;21.8;-11.0;столица другого региона;75.8;220;95;2.1
1261000000;Муниципальный район Володарский;Астраханская область;46190;0;0;0;0;1;0;0;0;0;0;1;30.3;-10.9;67.0;25.9;7.1;53.5;26.9;2.4;тип 8   - - -;столица своего региона;80.8;5.3;-33.3;столица своего региона;57.1;60;71;0.3
1261500000;Муниципальный район Енотаевский;Астраханская область;25521;0;0;0;0;1;0;0;0;0;0;0;48.3;-6.2;45.8;52.4;1.8;52.9;30.2;4.3;тип 4   - - +;столица своего региона;82.6;4.2;-33.6;столица своего региона;57.1;128;122;0.2
1262000000;Муниципальный район Икрянинский;Астраханская область;48071;0;0;0;0;1;0;0;0;0;0;0;45.7;-3.6;52.5;38.3;9.2;52.9;29.7;4.8;тип 8   - - -;столица своего региона;60.0;6.6;-58.2;столица своего региона;55.6;45;79;0.8
1262500000;Муниципальный район Камызякский;Астраханская область;47813;0;0;0;0;1;0;0;0;0;0;0;36.2;-3.9;56.4;32.9;10.7;50.9;30.3;5.2;тип 8   - - -;столица своего региона;70.0;4.4;-27.3;столица своего региона;69.2;45;75;0.4
1263000000;Муниципальный район Красноярский;Астраханская область;36453;0;0;0;0;1;0;0;0;0;0;1;42.9;-4.8;57.1;26.4;16.6;50.8;29.4;3.0;тип 8   - - -;столица своего региона;79.6;9.2;-11.9;столица своего региона;50.0;74;195;11.0
1263500000;Муниципальный район Лиманский;Астраханская область;29626;0;0;0;0;1;0;0;0;0;0;0;43.7;-11.2;42.9;54.1;3.0;51.4;31.0;4.6;тип 8   - - -;столица своего региона;64.2;5.7;-45.7;столица своего региона;69.6;104;99;0.7
1264000000;Муниципальный район Наримановский;Астраханская область;47827;0;0;0;0;1;0;0;0;0;0;0;47.9;-4.7;55.1;35.7;9.2;51.0;30.0;4.2;тип 8   - - -;столица своего региона;71.4;8.6;-23.4;столица своего региона;84.6;54;141;5.7
1264200000;Муниципальный район Приволжский;Астраханская область;56558;0;0;0;0;1;0;0;0;0;0;0;66.4;16.2;68.2;23.2;8.6;51.6;29.7;3.7;тип 7   + - -;столица своего региона;75.0;5.4;-47.5;столица своего региона;75.0;14;91;0.4
1264500000;Муниципальный район Харабалинский;Астраханская область;40291;0;0;0;0;1;0;0;0;0;0;1;44.1;-7.0;50.1;40.9;9.0;51.0;28.5;3.0;тип 4   - - +;столица своего региона;69.3;9.8;-17.8;столица своего региона;66.1;119;84;0.8
1265000000;Муниципальный район Черноярский;Астраханская область;19531;0;0;0;0;1;0;0;0;0;0;0;50.5;-4.2;17.9;75.4;6.7;51.5;29.7;4.6;тип 4   - - +;столица своего региона;85.5;9.3;-24.3;столица другого региона;75.0;288;88;0.9
1270100000;Городской округ город Астрахань;Астраханская область;500771;0;1;0;0;0;0;0;0;0;0;0;55.9;-4.3;22.1;42.8;35.1;47.8;29.0;3.4;тип 7   + - -;Москва;73.1;36.7;1.4;Москва;73.9;0;132;109.0
1860200000;Алексеевский муниципальный район;Волгоградская область;15753;0;0;0;0;1;0;0;0;0;0;0;62.9;-7.0;57.8;37.4;4.7;50.7;32.2;6.3;тип 4   - - +;столица своего региона;80.0;5.7;-25.4;столица своего региона;40.0;242;96;1.0
1860400000;Быковский муниципальный район;Волгоградская область;25545;0;0;0;0;1;0;0;0;0;0;0;61.8;-9.6;52.6;34.7;12.7;51.9;30.4;4.3;тип 4   - - +;столица своего региона;71.4;3.3;-39.5;столица своего региона;81.8;91;83;0.2
1860500000;Городищенский муниципальный район;Волгоградская область;59633;0;0;0;0;1;0;0;0;0;0;0;69.4;6.6;57.9;26.8;15.4;51.1;32.4;5.4;тип 3   + - +;столица своего региона;82.4;3.4;-45.4;столица своего региона;66.7;32;110;7.7
1860600000;Даниловский муниципальный район;Волгоградская область;13942;0;0;0;0;1;0;0;0;0;0;0;58.9;-13.7;57.3;41.1;1.6;54.1;31.8;6.6;тип 4   - - +;столица своего региона;75.0;6.9;-32.6;столица своего региона;54.5;193;84;0.8
1860800000;Дубовский муниципальный район;Волгоградская область;29419;0;0;0;0;1;0;0;0;0;0;0;54.8;-7.9;62.8;31.9;5.3;53.5;31.0;6.1;тип 4   - - +;столица своего региона;73.6;5.3;-22.3;столица своего региона;65.4;64;86;0.3
1861000000;Еланский муниципальный район;Волгоградская область;29693;0;0;0;0;1;0;0;0;0;0;0;53.1;-5.0;57.5;39.1;3.3;53.4;32.0;7.2;тип 4   - - +;столица своего региона;82.5;9.1;-16.1;столица своего региона;82.4;249;84;2.2
1861200000;Жирновский муниципальный район;Волгоградская область;38566;0;0;0;0;1;0;0;0;0;0;0;62.7;-6.4;57.1;40.1;2.8;52.7;33.7;8.8;тип 4   - - +;столица своего региона;77.8;11.0;-10.5;столица своего региона;90.9;238;98;2.9
1861400000;Иловлинский муниципальный район;Волгоградская область;32197;0;0;0;0;1;0;0;0;0;0;0;67.5;-6.9;62.6;28.2;9.3;51.7;30.7;6.9;тип 4   - - +;столица своего региона;67.5;4.5;-24.7;столица своего региона;77.8;78;99;3.5
1861600000;Калачевский муниципальный район;Волгоградская область;53142;0;0;0;0;1;0;0;0;0;0;0;52.8;-7.2;45.3;52.0;2.8;49.9;31.2;5.9;тип 4   - - +;столица своего региона;70.5;8.9;-11.4;столица своего региона;55.6;67;91;0.6
1861800000;Камышинский муниципальный район;Волгоградская область;40971;0;0;0;0;1;0;0;0;0;0;0;76.9;1.4;49.2;39.9;11.0;51.0;33.1;6.1;тип 2   - + +;не столица в своем регионе;76.3;10.6;-17.7;столица своего региона;81.5;194;109;0.5
1862000000;Киквидзенский муниципальный район;Волгоградская область;15721;0;0;0;0;1;0;0;0;0;0;0;57.7;-5.1;66.6;31.9;1.5;53.6;32.5;9.4;тип 4   - - +;столица своего региона;91.7;3.8;-24.8;столица своего региона;73.0;246;84;0.2
1862200000;Клетский муниципальный район;Волгоградская область;17009;0;0;0;0;1;0;0;0;0;0;0;63.5;-10.4;61.5;29.2;9.4;52.7;31.0;7.3;тип 8   - - -;столица своего региона;64.3;4.5;-42.0;столица своего региона;100.0;126;93;0.6
1862400000;Котельниковский муниципальный район;Волгоградская область;36984;0;0;0;0;1;0;0;0;0;0;0;67.2;-2.3;33.5;52.7;13.8;49.2;30.9;4.2;тип 4   - - +;столица своего региона;72.0;10.0;-11.5;столица своего региона;68.2;142;150;2.8
1862600000;Котовский муниципальный район;Волгоградская область;30690;0;0;0;0;1;0;0;0;0;0;0;58.8;-7.8;48.6;48.7;2.7;50.8;33.1;7.4;тип 4   - - +;столица своего региона;79.4;11.8;-11.9;столица своего региона;71.4;176;102;2.9
1863000000;Ленинский муниципальный район;Волгоградская область;29071;0;0;0;0;1;0;0;0;0;0;0;69.2;-5.8;49.7;38.4;11.8;50.3;32.4;6.8;тип 4   - - +;столица своего региона;77.8;5.4;-17.6;столица своего региона;50.0;65;82;0.1
1863400000;Нехаевский муниципальный район;Волгоградская область;13598;0;0;0;0;1;0;0;0;0;0;0;52.2;-8.9;51.1;47.3;1.6;51.9;31.4;7.4;тип 4   - - +;столица своего региона;80.6;9.7;-31.9;столица своего региона;75.0;270;88;0.2
1863600000;Николаевский муниципальный район;Волгоградская область;29503;0;0;0;0;1;0;0;0;0;0;0;72.9;-7.8;62.6;33.0;4.4;51.9;30.4;5.3;тип 4   - - +;столица своего региона;69.9;7.4;-15.1;столица своего региона;50.0;175;88;0.6
1863800000;Новоаннинский муниципальный район;Волгоградская область;33327;0;0;0;0;1;0;0;0;0;0;0;51.1;-7.6;60.6;34.3;5.0;54.1;30.3;6.7;тип 4   - - +;столица своего региона;81.0;15.3;-9.9;столица своего региона;79.6;251;89;3.1
1864000000;Новониколаевский муниципальный район;Волгоградская область;20501;0;0;0;0;1;0;0;0;0;0;0;71.8;-2.0;55.0;36.5;8.6;50.7;30.1;5.8;тип 4   - - +;столица своего региона;73.2;11.0;-22.4;столица своего региона;69.7;290;88;0.8
1864200000;Октябрьский муниципальный район;Волгоградская область;20445;0;0;0;0;1;0;0;0;0;0;0;56.3;-9.4;66.1;31.9;2.0;51.7;32.0;6.6;тип 4   - - +;столица своего региона;50.0;3.4;-17.7;столица своего региона;38.5;100;91;0.3
1864300000;Ольховский муниципальный район;Волгоградская область;16866;0;0;0;0;1;0;0;0;0;0;0;82.7;-9.1;66.3;25.3;8.4;52.9;31.1;6.8;тип 4   - - +;столица своего региона;62.5;3.0;-19.2;столица своего региона;69.6;130;100;0.5
1864500000;Палласовский муниципальный район;Волгоградская область;39822;0;0;0;0;1;0;0;0;0;0;1;63.4;-13.5;63.3;34.3;2.4;51.9;29.3;3.8;тип 4   - - +;столица своего региона;80.6;9.7;-16.5;столица своего региона;66.7;145;86;0.3
1864600000;Кумылженский муниципальный район;Волгоградская область;19049;0;0;0;0;1;0;0;0;0;0;0;47.6;-7.4;63.5;34.7;1.8;53.0;31.3;7.1;тип 4   - - +;столица своего региона;76.0;6.3;-26.6;столица своего региона;50.0;200;82;0.4
1864700000;Руднянский муниципальный район;Волгоградская область;15281;0;0;0;0;1;0;0;0;0;0;0;56.5;-9.8;48.9;47.6;3.5;54.2;35.9;9.3;тип 4   - - +;столица своего региона;69.4;10.3;-28.7;столица своего региона;54.5;228;80;0.4
1864900000;Светлоярский муниципальный район;Волгоградская область;35455;0;0;0;0;1;0;0;0;0;0;0;53.5;-3.8;55.1;34.9;10.1;53.6;32.1;5.5;тип 4   - - +;столица своего региона;56.5;4.2;-50.2;столица своего региона;63.6;51;104;4.1
1865000000;Серафимовичский муниципальный район;Волгоградская область;23172;0;0;0;0;1;0;0;0;0;0;0;58.9;-5.6;61.5;33.9;4.6;51.7;31.8;7.6;тип 4   - - +;столица своего региона;74.7;9.8;-18.7;столица своего региона;89.5;141;85;0.1
