Код ТЕРСОН-МО;Наименование территории;Субъект РФ;Численность населения, в среднем за 2015-2022 гг.;Города федерального значения;Административные центры регионов;Прочие городские округа;Муниципальные округа;Муниципальные районы;Эксклавы;Северный Кавказ;Дальний Восток;Арктическая зона;Крайний Север;Приграничные территории;Коэффициент миграционной подвижности, ‰, 2015-2022 гг.;Коэффициент миграционного прироста, ‰, 2015-2022 гг.;Доля миграционного оборота внутри региона, %, 2015-2022 гг.;Доля миграционного оборота между регионами, %, 2015-2022 гг.;Доля миграционного оборота между странами, %, 2015-2022 гг.;Доля женщин среди мигрантов, %, 2015-2022 гг.;Средний возраст мигранта, лет, 2015-2022 гг.;Доля населения 65+ среди мигрантов, %, 2015-2022 гг.;Тип по приросту (убыли), 2015-2022 гг.;Крупнейшее направление миграции, webcensus.ru;Доля Москвы в потоках в Москву и СПб, %, webcensus.ru;Доля Москвы и СПб в исходящих потоках, %, webcensus.ru;Виртуальный миграционный прирост на 100 пользователей, webcensus.ru;Крупнейшее направление миграции, VK.com, 2022 г.;Доля Москвы в потоках в Москву и СПб, %, VK.com, 2022 г.;Расстояние до административного центра, км;Отношение зарплаты к медианной (без МСП), %, 2015-2022 гг.;Масштаб локальной экономики (без МСП), %, 2015-2022 гг.
1471000000;Алексеевский городской округ;Белгородская область;60555;0;0;1;0;0;0;0;0;0;0;0;38.2;-4.0;46.0;44.9;9.1;57.1;28.8;5.1;тип 4   - - +;столица своего региона;73.4;10.6;-5.4;столица другого региона;69.6;158;116;28.8
1461000000;Белгородский муниципальный район;Белгородская область;151645;0;0;0;0;1;0;0;0;0;0;1;79.6;12.5;48.9;28.4;22.7;52.8;36.5;9.3;тип 1   + + +;столица своего региона;77.5;2.5;-60.1;столица своего региона;71.9;24;109;8.1
1461500000;Борисовский муниципальный район;Белгородская область;24436;0;0;0;0;1;0;0;0;0;0;1;61.2;-1.2;34.0;27.8;38.2;53.2;39.8;13.1;тип 4   - - +;столица своего региона;76.9;4.1;-22.6;столица своего региона;72.7;45;108;4.8
1472000000;Валуйский городской округ;Белгородская область;65733;0;0;1;0;0;0;0;0;0;0;1;68.4;1.8;40.4;41.6;18.0;50.2;32.6;7.6;тип 4   - - +;столица своего региона;79.7;14.7;-6.0;столица своего региона;62.6;106;96;11.8
1462500000;Вейделевский муниципальный район;Белгородская область;20310;0;0;0;0;1;0;0;0;0;0;1;61.4;-6.4;51.7;34.6;13.7;53.3;31.5;6.3;тип 4   - - +;столица своего региона;70.7;11.5;-12.0;столица своего региона;52.6;150;97;0.8
1463000000;Волоконовский муниципальный район;Белгородская область;30160;0;0;0;0;1;0;0;0;0;0;1;58.0;-0.5;48.1;30.4;21.5;53.9;33.8;8.2;тип 4   - - +;столица своего региона;83.0;9.8;-10.7;столица своего региона;69.0;81;101;3.4
1472500000;Грайворонский городской округ;Белгородская область;28107;0;0;1;0;0;0;0;0;0;0;1;113.1;10.2;52.3;28.6;19.1;50.2;34.5;8.9;тип 1   + + +;столица своего региона;74.0;10.5;-9.1;столица своего региона;61.1;64;96;1.9
1463800000;Ивнянский муниципальный район;Белгородская область;21780;0;0;0;0;1;0;0;0;0;0;0;51.7;-8.3;41.4;36.9;21.7;52.6;34.1;7.5;тип 4   - - +;столица своего региона;84.2;5.9;-29.0;столица своего региона;76.9;47;105;5.6
1464000000;Корочанский муниципальный район;Белгородская область;36806;0;0;0;0;1;0;0;0;0;0;0;73.4;0.6;50.4;33.1;16.6;52.8;35.7;9.2;тип 4   - - +;столица своего региона;76.6;7.2;-11.8;столица своего региона;71.1;52;114;19.9
1464100000;Красненский муниципальный район;Белгородская область;11730;0;0;0;0;1;0;0;0;0;0;0;65.4;0.0;48.1;47.0;4.8;54.3;32.0;8.1;тип 4   - - +;столица своего региона;80.8;7.7;-20.8;столица другого региона;66.7;144;96;0.8
1464200000;Красногвардейский муниципальный район;Белгородская область;34813;0;0;0;0;1;0;0;0;0;0;0;64.6;4.3;53.6;29.3;17.1;53.0;32.8;7.9;тип 4   - - +;столица своего региона;78.0;9.0;-9.4;столица своего региона;68.3;123;106;5.8
1464300000;Краснояружский муниципальный район;Белгородская область;14246;0;0;0;0;1;0;0;0;0;0;1;69.0;-1.9;46.9;27.6;25.5;50.6;34.2;8.8;тип 4   - - +;столица своего региона;81.0;5.7;-18.6;столица своего региона;80.0;75;104;2.6
1473500000;Новооскольский городской округ;Белгородская область;40632;0;0;1;0;0;0;0;0;0;0;0;69.2;1.4;44.3;32.6;23.1;54.3;34.2;8.4;тип 4   - - +;столица своего региона;78.1;13.4;-6.2;столица своего региона;77.8;76;108;8.9
1464600000;Прохоровский муниципальный район;Белгородская область;27255;0;0;0;0;1;0;0;0;0;0;0;60.3;5.2;46.7;38.3;15.0;52.0;33.2;7.4;тип 4   - - +;столица своего региона;78.9;9.3;-4.0;столица своего региона;61.1;50;109;12.2
1464800000;Ракитянский муниципальный район;Белгородская область;33908;0;0;0;0;1;0;0;0;0;0;0;80.5;2.6;52.3;24.6;23.1;53.3;33.3;8.1;тип 2   - + +;столица своего региона;74.0;5.1;-20.8;столица своего региона;53.3;61;121;13.5
1465000000;Ровеньский муниципальный район;Белгородская область;23031;0;0;0;0;1;0;0;0;0;0;1;76.3;0.7;48.4;31.3;20.4;54.7;30.8;6.1;тип 4   - - +;столица своего региона;77.3;11.6;-12.1;столица своего региона;68.8;180;93;1.5
1465400000;Чернянский муниципальный район;Белгородская область;30445;0;0;0;0;1;0;0;0;0;0;0;65.1;1.1;46.1;27.2;26.7;53.8;33.5;7.6;тип 2   - + +;столица своего региона;80.6;8.5;-10.9;столица своего региона;80.4;95;102;3.1
1475000000;Шебекинский городской округ;Белгородская область;87374;0;0;1;0;0;0;0;0;0;0;1;49.2;-2.1;49.5;37.0;13.5;53.4;35.1;9.2;тип 4   - - +;столица своего региона;74.4;10.0;-7.5;столица своего региона;69.2;39;106;11.9
1475500000;Яковлевский городской округ;Белгородская область;57215;0;0;1;0;0;0;0;0;0;0;0;47.6;1.3;44.9;41.6;13.5;52.7;37.1;9.8;тип 4   - - +;столица своего региона;75.4;7.9;-9.2;столица своего региона;67.0;31;117;13.6
1470100000;Городской округ город Белгород;Белгородская область;359178;0;1;0;0;0;0;0;0;0;0;0;77.8;2.7;33.1;38.7;28.2;51.6;32.6;7.2;тип 4   - - +;Москва;77.0;34.1;4.5;Москва;68.8;0;131;51.2
1473000000;Губкинский городской округ;Белгородская область;116740;0;0;1;0;0;0;0;0;0;0;0;43.8;0.0;42.6;42.2;15.3;53.6;33.7;8.0;тип 4   - - +;столица своего региона;80.4;27.3;-3.3;столица своего региона;83.2;88;132;50.5
1474000000;Старооскольский городской округ;Белгородская область;255139;0;0;1;0;0;0;0;0;0;0;0;53.8;2.1;31.5;48.7;19.8;53.1;34.5;8.8;тип 3   + - +;Москва;82.8;37.3;-0.3;столица другого региона;82.3;120;132;83.9
1560400000;Брасовский муниципальный район;Брянская область;18835;0;0;0;0;1;0;0;0;0;0;0;81.0;-3.5;54.4;38.8;6.8;53.4;32.4;6.8;тип 4   - - +;столица своего региона;78.7;13.8;-22.4;столица своего региона;75.0;74;75;0.9
1560800000;Брянский муниципальный район;Брянская область;64347;0;0;0;0;1;0;0;0;0;0;0;64.0;17.8;70.8;25.3;3.9;52.3;32.0;5.6;тип 3   + - +;столица своего региона;75.7;9.2;-8.6;столица своего региона;80.8;18;108;2.7
1561000000;Выгоничский муниципальный район;Брянская область;18453;0;0;0;0;1;0;0;0;0;0;0;110.7;1.8;70.4;20.1;9.5;48.4;28.1;4.0;тип 4   - - +;столица своего региона;84.0;4.2;-37.4;столица своего региона;87.0;27;123;11.1
1561100000;Гордеевский муниципальный район;Брянская область;10374;0;0;0;0;1;0;0;0;0;0;1;97.5;-7.5;73.6;22.3;4.0;54.8;30.2;6.1;тип 2   - + +;столица своего региона;67.3;14.2;-13.0;столица своего региона;78.6;164;73;0.0
1561200000;Дубровский муниципальный район;Брянская область;16459;0;0;0;0;1;0;0;0;0;0;0;69.2;-7.8;40.8;56.7;2.5;51.1;30.6;4.5;тип 4   - - +;столица своего региона;79.5;17.3;-26.2;столица своего региона;76.7;76;76;0.3
1561600000;Дятьковский муниципальный район;Брянская область;57570;0;0;0;0;1;0;0;0;0;0;0;57.5;-7.8;56.7;40.1;3.2;58.8;26.9;3.1;тип 4   - - +;столица своего региона;76.1;22.8;-9.9;столица своего региона;70.7;53;84;2.0
1562000000;Жирятинский муниципальный район;Брянская область;6769;0;0;0;0;1;0;0;0;0;0;0;62.6;-1.3;63.7;28.1;8.2;49.9;31.3;5.5;тип 4   - - +;столица своего региона;81.8;4.8;-30.8;столица своего региона;66.7;57;96;0.4
1550200000;Жуковский муниципальный округ;Брянская область;34291;0;0;0;1;0;0;0;0;0;0;0;56.6;-1.4;51.3;40.0;8.7;50.7;31.7;6.6;тип 4   - - +;столица своего региона;70.2;15.7;-9.6;столица своего региона;67.5;47;84;1.5
1562300000;Злынковский муниципальный район;Брянская область;11835;0;0;0;0;1;0;0;0;0;0;1;78.9;2.1;60.7;34.0;5.4;52.0;32.1;6.9;тип 2   - + +;столица своего региона;62.0;22.6;-8.2;столица своего региона;82.8;195;74;0.1
1562400000;Карачевский муниципальный район;Брянская область;32644;0;0;0;0;1;0;0;0;0;0;0;45.9;-6.9;39.7;48.5;11.9;51.4;32.0;5.8;тип 4   - - +;столица своего региона;71.9;23.8;-8.5;столица своего региона;63.7;42;92;3.6
1562600000;Клетнянский муниципальный район;Брянская область;17877;0;0;0;0;1;0;0;0;0;0;1;48.9;-4.8;53.9;42.4;3.8;50.6;27.4;3.6;тип 4   - - +;столица своего региона;72.8;14.7;-13.8;столица своего региона;75.0;82;76;0.1
1562800000;Климовский муниципальный район;Брянская область;26510;0;0;0;0;1;0;0;0;0;0;1;66.7;-6.1;52.4;41.4;6.2;52.8;31.0;6.0;тип 4   - - +;столица своего региона;75.9;24.8;-8.5;столица своего региона;80.6;179;76;0.3
1563000000;Клинцовский муниципальный район;Брянская область;17670;0;0;0;0;1;0;0;0;0;0;0;85.4;-5.2;65.1;28.5;6.4;53.2;30.6;6.2;тип 2   - + +;не столица в своем регионе;70.1;13.9;-14.6;столица своего региона;73.3;166;74;0.8
1563200000;Комаричский муниципальный район;Брянская область;16293;0;0;0;0;1;0;0;0;0;0;0;67.1;-7.2;50.1;40.7;9.2;53.5;30.2;4.8;тип 4   - - +;столица своего региона;61.5;19.0;-18.9;столица своего региона;65.4;95;78;0.8
1563400000;Красногорский муниципальный район;Брянская область;11250;0;0;0;0;1;0;0;0;0;0;1;122.7;-4.5;79.0;19.9;1.1;53.5;33.0;8.0;тип 4   - - +;столица своего региона;65.8;15.4;-15.6;столица своего региона;70.6;191;68;0.1
1563600000;Мглинский муниципальный район;Брянская область;16921;0;0;0;0;1;0;0;0;0;0;0;86.4;-10.1;62.6;32.5;4.9;52.6;30.1;8.1;тип 4   - - +;столица своего региона;72.2;25.6;-11.3;столица своего региона;68.8;97;75;0.1
1563800000;Навлинский муниципальный район;Брянская область;27088;0;0;0;0;1;0;0;0;0;0;0;59.6;-1.3;57.4;36.7;6.0;54.7;30.3;5.4;тип 4   - - +;столица своего региона;72.6;13.7;2.0;столица своего региона;84.3;36;84;0.4
1572000000;Новозыбковский городской округ;Брянская область;50535;0;0;1;0;0;0;0;0;0;0;1;65.3;0.1;51.6;39.3;9.1;53.5;29.6;5.2;тип 4   - - +;Москва;82.4;32.4;-5.0;столица своего региона;79.7;183;79;1.4
1564200000;Погарский муниципальный район;Брянская область;27284;0;0;0;0;1;0;0;0;0;0;1;73.9;-9.1;61.9;36.0;2.1;55.4;29.0;4.7;тип 4   - - +;столица своего региона;73.7;21.6;-10.8;столица своего региона;71.8;109;81;1.3
1564400000;Почепский муниципальный район;Брянская область;36782;0;0;0;0;1;0;0;0;0;0;0;70.3;-3.5;53.1;42.6;4.4;52.1;30.1;5.4;тип 4   - - +;столица своего региона;65.7;21.4;-9.2;столица своего региона;73.7;74;90;0.5
1564600000;Рогнединский муниципальный район;Брянская область;6394;0;0;0;0;1;0;0;0;0;0;0;77.1;-1.6;61.0;34.7;4.3;53.8;31.2;8.2;тип 4   - - +;столица своего региона;72.7;14.2;-27.3;столица своего региона;55.8;83;94;0.0
1564800000;Севский муниципальный район;Брянская область;14709;0;0;0;0;1;0;0;0;0;0;1;64.7;-3.6;42.6;49.3;8.1;51.8;31.1;5.2;тип 4   - - +;столица своего региона;77.7;19.4;-9.4;столица своего региона;83.7;118;104;1.5
1550100000;Стародубский муниципальный округ;Брянская область;36693;0;0;0;1;0;0;0;0;0;0;1;64.2;-3.8;56.7;37.6;5.7;53.7;28.9;4.8;тип 4   - - +;не столица в своем регионе;62.5;13.2;-43.2;столица своего региона;72.7;142;89;1.0
1565200000;Суземский муниципальный район;Брянская область;15459;0;0;0;0;1;0;0;0;0;0;1;79.6;1.7;45.8;44.0;10.2;50.8;32.9;7.9;тип 4   - - +;столица своего региона;82.2;13.2;-13.1;столица своего региона;88.2;101;78;0.2
1565400000;Суражский муниципальный район;Брянская область;22746;0;0;0;0;1;0;0;0;0;0;1;87.0;-4.1;65.4;27.2;7.4;53.2;32.1;6.9;тип 4   - - +;столица своего региона;70.1;23.5;-9.2;столица своего региона;81.3;137;96;2.0
1565600000;Трубчевский муниципальный район;Брянская область;34100;0;0;0;0;1;0;0;0;0;0;1;88.9;-1.7;62.9;28.3;8.8;54.1;30.3;4.5;тип 4   - - +;столица своего региона;78.5;18.2;-15.5;столица своего региона;75.5;80;86;3.4
1565800000;Унечский муниципальный район;Брянская область;35533;0;0;0;0;1;0;0;0;0;0;0;57.0;-5.7;54.3;41.2;4.5;54.2;30.7;6.0;тип 4   - - +;столица своего региона;76.4;25.8;-7.3;столица своего региона;81.7;126;101;1.1
1570100000;Городской округ город Брянск;Брянская область;408915;0;1;0;0;0;0;0;0;0;0;0;50.4;0.4;52.2;39.8;8.0;53.4;30.0;5.0;тип 3   + - +;Москва;75.0;44.2;2.7;Москва;76.4;0;118;59.7
1571000000;Городской округ город Фокино;Брянская область;12742;0;0;1;0;0;0;0;0;0;0;0;42.2;-1.7;58.2;39.0;2.8;53.4;29.0;3.9;тип 3   + - +;столица своего региона;70.5;11.3;-23.1;столица своего региона;80.0;24;98;2.5
1571500000;Городской округ город Клинцы;Брянская область;69369;0;0;1;0;0;0;0;0;0;0;0;71.0;4.7;49.4;43.0;7.6;52.7;28.5;4.1;тип 3   + - +;Москва;78.0;37.3;-5.4;столица своего региона;81.6;153;82;2.9
1572500000;Городской округ город Сельцо;Брянская область;16284;0;0;1;0;0;0;0;0;0;0;0;39.0;-0.5;51.4;40.8;7.8;53.7;32.4;6.2;тип 3   + - +;столица своего региона;81.0;9.3;-48.1;столица своего региона;65.5;22;91;0.9
1760500000;Александровский муниципальный район;Владимирская область;107308;0;0;0;0;1;0;0;0;0;0;0;52.6;0.9;15.1;71.2;13.7;51.9;33.8;6.9;тип 4   - - +;Москва;93.7;51.1;-2.4;Москва;97.0;113;108;4.9
1761000000;Вязниковский муниципальный район;Владимирская область;71367;0;0;0;0;1;0;0;0;0;0;0;50.8;-8.6;27.6;55.9;16.5;53.1;32.4;5.8;тип 4   - - +;столица своего региона;84.6;24.7;-8.7;столица своего региона;89.6;98;85;3.6
1761500000;Гороховецкий муниципальный район;Владимирская область;21133;0;0;0;0;1;0;0;0;0;0;0;66.8;-2.2;22.8;72.1;5.1;51.9;37.1;12.7;тип 4   - - +;столица другого региона;72.2;12.6;-10.3;столица другого региона;82.4;125;100;2.0
1762000000;Гусь-Хрустальный муниципальный район;Владимирская область;40293;0;0;0;0;1;0;0;0;0;0;0;45.4;-9.3;35.0;51.3;13.7;53.3;30.8;4.6;тип 4   - - +;столица своего региона;90.1;18.9;-17.0;столица своего региона;93.8;79;97;2.5
1762500000;Камешковский муниципальный район;Владимирская область;30365;0;0;0;0;1;0;0;0;0;0;0;55.6;-4.4;58.1;34.4;7.5;54.0;36.8;11.9;тип 4   - - +;столица своего региона;78.8;11.9;-5.8;столица своего региона;81.4;34;110;2.9
1763000000;Киржачский муниципальный район;Владимирская область;38612;0;0;0;0;1;0;0;0;0;0;0;76.9;10.2;19.2;56.6;24.3;48.2;34.5;6.9;тип 1   + + +;Москва;94.2;50.3;-5.5;Москва;97.2;98;125;6.5
1763500000;Ковровский муниципальный район;Владимирская область;30568;0;0;0;0;1;0;0;0;0;0;0;51.6;1.9;54.3;39.6;6.2;49.2;32.6;7.0;тип 3   + - +;не столица в своем регионе;89.1;8.2;-16.4;столица своего региона;75.0;57;90;1.0
1764000000;Кольчугинский муниципальный район;Владимирская область;51175;0;0;0;0;1;0;0;0;0;0;0;60.6;-3.0;25.8;55.4;18.8;52.3;33.3;6.8;тип 4   - - +;Москва;90.0;45.2;-3.6;столица своего региона;92.4;61;109;6.7
1764200000;Меленковский муниципальный район;Владимирская область;33265;0;0;0;0;1;0;0;0;0;0;0;65.3;-4.7;56.6;39.8;3.6;54.9;35.0;11.3;тип 4   - - +;столица своего региона;86.4;17.5;-11.1;столица своего региона;87.3;112;87;1.0
1764400000;Муромский муниципальный район;Владимирская область;15398;0;0;0;0;1;0;0;0;0;0;0;64.9;2.2;63.6;32.4;4.0;53.4;39.0;14.1;тип 3   + - +;не столица в своем регионе;86.2;10.1;-3.9;не столица в своем регионе;100.0;104;82;0.2
1764600000;Петушинский муниципальный район;Владимирская область;62240;0;0;0;0;1;0;0;0;0;0;0;77.9;-0.4;24.3;61.7;14.0;50.7;34.1;8.2;тип 4   - - +;Москва;92.8;39.4;-4.8;Москва;95.8;58;138;21.9
1764800000;Селивановский муниципальный район;Владимирская область;17583;0;0;0;0;1;0;0;0;0;0;0;76.7;-0.9;45.3;47.6;7.1;52.5;34.1;10.2;тип 4   - - +;столица своего региона;85.1;17.2;-15.6;столица своего региона;84.8;85;88;0.4
1765000000;Собинский муниципальный район;Владимирская область;52665;0;0;0;0;1;0;0;0;0;0;0;42.6;-4.8;49.1;44.2;6.7;53.2;35.2;10.3;тип 4   - - +;столица своего региона;88.6;20.7;-7.2;столица своего региона;88.7;28;115;20.0
1765200000;Судогодский муниципальный район;Владимирская область;36778;0;0;0;0;1;0;0;0;0;0;0;42.9;-5.8;62.9;32.6;4.5;53.9;31.7;6.3;тип 4   - - +;столица своего региона;80.8;11.3;-13.8;столица своего региона;93.2;52;96;1.5
1765400000;Суздальский муниципальный район;Владимирская область;45285;0;0;0;0;1;0;0;0;0;0;0;68.6;9.8;65.1;27.2;7.7;53.0;35.3;9.0;тип 3   + - +;столица своего региона;82.7;11.3;-14.3;столица своего региона;80.5;23;98;1.5
1765600000;Юрьев-Польский муниципальный район;Владимирская область;33713;0;0;0;0;1;0;0;0;0;0;0;72.5;-5.6;49.2;37.3;13.6;52.5;31.9;6.6;тип 4   - - +;столица своего региона;79.5;14.5;-11.1;столица своего региона;89.8;77;98;2.7
1770100000;Городской округ город Владимир;Владимирская область;352290;0;1;0;0;0;0;0;0;0;0;0;42.9;1.7;50.3;46.1;3.6;54.3;30.4;6.1;тип 3   + - +;Москва;85.8;37.0;3.4;Москва;87.7;0;128;49.3
1772000000;Городской округ город Гусь-Хрустальный;Владимирская область;55848;0;0;1;0;0;0;0;0;0;0;0;33.1;-7.4;31.4;57.0;11.6;53.3;30.5;4.8;тип 4   - - +;Москва;87.0;36.3;-3.5;столица своего региона;89.3;59;107;7.1
1772500000;Городской округ город Ковров;Владимирская область;135222;0;0;1;0;0;0;0;0;0;0;0;37.5;-0.5;32.9;59.8;7.3;51.2;32.1;7.2;тип 3   + - +;Москва;82.7;35.0;-1.2;столица своего региона;81.1;61;131;23.8
1773500000;Городской округ округ Муром;Владимирская область;116577;0;0;1;0;0;0;0;0;0;0;0;41.3;-1.5;38.1;59.1;2.8;55.2;33.7;9.5;тип 3   + - +;Москва;82.6;37.3;-1.6;Москва;82.4;118;107;13.5
20602000 0 0;Аннинский муниципальный район;Воронежская область;38267;0;0;0;0;1;0;0;0;0;0;0;75.5;-1.7;66.8;26.0;7.2;53.9;32.8;9.3;тип 4   - - +;столица своего региона;73.3;7.6;-16.1;столица своего региона;53.3;92;89;3.1
20604000 0 0;Бобровский муниципальный район;Воронежская область;48946;0;0;0;0;1;0;0;0;0;0;0;77.3;6.8;52.9;34.5;12.5;52.1;31.7;7.3;тип 1   + + +;столица своего региона;68.3;9.3;-10.7;столица своего региона;64.7;84;100;8.3
20605000 0 0;Богучарский муниципальный район;Воронежская область;36564;0;0;0;0;1;0;0;0;0;0;0;107.7;6.5;47.3;40.3;12.4;50.2;29.8;5.0;тип 2   - + +;столица своего региона;77.2;13.6;-2.7;столица своего региона;66.7;218;87;0.9
20608000 0 0;Бутурлиновский муниципальный район;Воронежская область;45418;0;0;0;0;1;0;0;0;0;0;0;50.9;-5.9;57.0;38.2;4.8;53.5;31.2;6.1;тип 4   - - +;столица своего региона;73.6;13.3;-13.6;столица своего региона;84.6;135;85;1.9
20610000 0 0;Верхнемамонский муниципальный район;Воронежская область;19103;0;0;0;0;1;0;0;0;0;0;0;64.5;0.2;54.3;32.5;13.2;52.3;35.9;11.2;тип 2   - + +;столица своего региона;90.2;11.3;-19.3;столица своего региона;55.6;181;89;0.6
20611000 0 0;Верхнехавский муниципальный район;Воронежская область;23732;0;0;0;0;1;0;0;0;0;0;0;66.8;-1.8;52.3;27.1;20.6;52.2;33.2;6.7;тип 4   - - +;столица своего региона;83.3;4.2;-20.5;столица своего региона;64.0;65;104;5.0
20612000 0 0;Воробьёвский муниципальный район;Воронежская область;16017;0;0;0;0;1;0;0;0;0;0;0;73.0;-3.4;62.6;31.5;5.9;53.1;31.9;7.3;тип 4   - - +;столица своего региона;89.7;7.6;-27.8;столица своего региона;83.3;172;88;0.5
20613000 0 0;Грибановский муниципальный район;Воронежская область;29836;0;0;0;0;1;0;0;0;0;0;0;58.3;1.2;44.1;41.1;14.8;51.4;32.3;7.3;тип 4   - - +;столица своего региона;78.8;12.5;-18.1;столица своего региона;79.3;181;90;2.0
20615000 0 0;Калачеевский муниципальный район;Воронежская область;50001;0;0;0;0;1;0;0;0;0;0;0;60.4;-5.7;61.6;29.0;9.5;52.6;33.7;8.9;тип 4   - - +;столица своего региона;74.0;13.4;-9.3;столица своего региона;71.9;203;93;3.6
20617000 0 0;Каменский муниципальный район;Воронежская область;17882;0;0;0;0;1;0;0;0;0;0;0;59.2;-3.5;59.9;34.5;5.6;53.6;30.3;5.6;тип 4   - - +;столица своего региона;68.4;7.7;-22.2;столица своего региона;91.7;109;94;2.6
20619000 0 0;Кантемировский муниципальный район;Воронежская область;33006;0;0;0;0;1;0;0;0;0;0;1;78.6;-5.0;48.5;27.1;24.5;53.5;32.1;6.6;тип 4   - - +;столица своего региона;84.5;10.1;-14.4;столица своего региона;85.7;216;95;1.2
20620000 0 0;Каширский муниципальный район;Воронежская область;23624;0;0;0;0;1;0;0;0;0;0;0;59.6;1.0;67.0;23.0;9.9;52.1;34.4;9.2;тип 2   - + +;столица своего региона;57.1;1.8;-42.1;столица своего региона;100.0;37;107;5.7
20621000 0 0;Лискинский муниципальный район;Воронежская область;98867;0;0;0;0;1;0;0;0;0;0;0;45.9;-2.8;38.9;34.4;26.7;52.1;33.9;7.2;тип 4   - - +;столица своего региона;75.4;12.3;-3.9;столица своего региона;76.4;66;116;14.4
20623000 0 0;Нижнедевицкий муниципальный район;Воронежская область;18356;0;0;0;0;1;0;0;0;0;0;0;65.7;6.5;51.9;26.6;21.6;52.1;35.0;8.5;тип 2   - + +;столица своего региона;84.8;6.1;-18.9;столица своего региона;75.0;52;107;1.0
20625000 0 0;Новоусманский муниципальный район;Воронежская область;83783;0;0;0;0;1;0;0;0;0;0;0;68.9;17.1;54.9;25.7;19.4;51.6;34.1;7.5;тип 1   + + +;столица своего региона;76.5;3.2;-26.8;столица своего региона;72.0;25;113;4.0
20627000 0 0;Новохопёрский муниципальный район;Воронежская область;37088;0;0;0;0;1;0;0;0;0;0;0;78.3;0.5;53.6;33.1;13.3;53.8;32.5;7.9;тип 4   - - +;столица своего региона;74.1;12.8;-13.2;столица своего региона;63.9;167;90;2.7
20629000 0 0;Ольховатский муниципальный район;Воронежская область;22311;0;0;0;0;1;0;0;0;0;0;0;84.7;-0.6;63.6;24.1;12.3;53.9;32.1;7.9;тип 2   - + +;столица своего региона;86.7;10.5;-10.5;столица своего региона;40.0;155;93;2.9
20631000 0 0;Острогожский муниципальный район;Воронежская область;56788;0;0;0;0;1;0;0;0;0;0;0;66.5;0.8;47.3;35.0;17.6;51.9;32.7;7.6;тип 4   - - +;столица своего региона;76.7;12.4;-10.4;столица своего региона;71.6;89;100;3.4
20633000 0 0;Павловский муниципальный район;Воронежская область;52997;0;0;0;0;1;0;0;0;0;0;0;67.1;-2.6;59.4;29.8;10.9;52.1;32.3;7.7;тип 4   - - +;столица своего региона;79.0;11.5;-9.6;столица своего региона;80.8;144;98;5.9
20635000 0 0;Панинский муниципальный район;Воронежская область;25130;0;0;0;0;1;0;0;0;0;0;0;61.8;-1.6;65.3;23.0;11.7;51.2;32.0;6.2;тип 4   - - +;столица своего региона;69.4;5.6;-34.9;столица своего региона;68.8;63;89;1.2
20637000 0 0;Петропавловский муниципальный район;Воронежская область;17247;0;0;0;0;1;0;0;0;0;0;0;68.7;1.7;60.5;33.0;6.4;54.3;32.1;8.0;тип 2   - + +;столица своего региона;74.5;10.7;-30.8;столица своего региона;68.8;212;88;0.1
20639000 0 0;Поворинский муниципальный район;Воронежская область;31826;0;0;0;0;1;0;0;0;0;0;0;62.5;1.0;39.3;46.4;14.3;52.0;32.9;8.2;тип 4   - - +;столица своего региона;83.1;21.2;-11.3;столица своего региона;79.7;236;94;1.1
20641000 0 0;Подгоренский муниципальный район;Воронежская область;24020;0;0;0;0;1;0;0;0;0;0;0;83.9;-1.8;68.3;26.3;5.4;52.7;32.5;8.8;тип 2   - + +;столица своего региона;70.6;10.1;-9.6;столица своего региона;73.7;133;94;2.7
20643000 0 0;Рамонский муниципальный район;Воронежская область;35987;0;0;0;0;1;0;0;0;0;0;0;89.3;28.8;63.3;23.7;13.0;51.2;35.2;8.8;тип 1   + + +;столица своего региона;77.8;4.6;-31.6;столица своего региона;92.9;26;123;9.9
20645000 0 0;Репьёвский муниципальный район;Воронежская область;15475;0;0;0;0;1;0;0;0;0;0;0;81.9;7.3;54.5;28.6;16.9;52.5;32.7;8.0;тип 1   + + +;столица своего региона;60.7;5.6;-23.8;столица своего региона;72.3;63;92;0.2
20647000 0 0;Россошанский муниципальный район;Воронежская область;90442;0;0;0;0;1;0;0;0;0;0;1;66.1;0.4;56.8;30.3;12.9;53.6;31.6;7.0;тип 4   - - +;столица своего региона;76.1;16.2;-1.4;столица своего региона;71.8;170;108;16.5
20649000 0 0;Семилукский муниципальный район;Воронежская область;67315;0;0;0;0;1;0;0;0;0;0;0;64.5;7.4;52.1;24.6;23.3;51.2;34.7;7.5;тип 1   + + +;столица своего региона;63.8;4.5;-9.8;столица своего региона;81.7;45;102;4.9
20651000 0 0;Таловский муниципальный район;Воронежская область;37160;0;0;0;0;1;0;0;0;0;0;0;73.9;-2.9;58.6;27.4;14.0;53.4;31.9;7.1;тип 2   - + +;столица своего региона;74.8;10.6;-22.1;столица своего региона;69.2;123;92;1.9
20654000 0 0;Терновский муниципальный район;Воронежская область;18476;0;0;0;0;1;0;0;0;0;0;0;52.1;-6.0;39.4;54.2;6.4;51.6;31.6;6.4;тип 4   - - +;столица своего региона;77.8;16.4;-22.8;столица своего региона;68.8;162;87;0.5
