origin;destination;year;migrants
2004;1153;2017;149
2004;1154;2017;54
2004;1156;2017;124
2004;1157;2017;306
2004;1158;2017;84
2004;1160;2017;560
2004;1161;2017;204
2004;1163;2017;873
2004;1164;2017;115
2004;1165;2017;383
2004;1166;2017;393
2004;1167;2017;12
2004;1168;2017;443
2004;1169;2017;183
2004;1170;2017;679
2004;1173;2017;188
2004;1175;2017;161
2004;1176;2017;27
2004;1178;2017;226
2004;1179;2017;123
2004;1180;2017;635
2004;1181;2017;35
2004;1182;2017;217
2004;1183;2017;92
2004;1184;2017;18
2004;1185;2017;3
2004;1186;2017;51
2004;1187;2017;158
2004;1188;2017;97
2004;1189;2017;199
2004;1190;2017;83
2004;1191;2017;48
2004;1192;2017;774
2004;1193;2017;5
2004;1194;2017;179
2004;1195;2017;73
2004;1196;2017;121
2004;1197;2017;130
2004;1198;2017;39
2004;1199;2017;10
2005;271;2017;1
2005;371;2017;1
2005;1120;2017;2
2005;1135;2017;1
2005;1140;2017;1
2005;1145;2017;5
2005;1157;2017;1
2005;1160;2017;2
2005;1170;2017;1
2006;211;2017;1
2006;1101;2017;2
2006;1103;2017;1
2006;1107;2017;1
2006;1112;2017;54
2006;1120;2017;9
2006;1122;2017;12
2006;1127;2017;1
2006;1128;2017;1
2006;1134;2017;4
2006;1135;2017;4
2006;1136;2017;1
2006;1137;2017;2
2006;1140;2017;13
2006;1141;2017;3
2006;1145;2017;15
2006;1146;2017;9
2006;1147;2017;1
2006;1156;2017;26
2006;1157;2017;2
2006;1158;2017;1
2006;1160;2017;2
2006;1161;2017;2
2006;1163;2017;2
2006;1166;2017;75
2006;1168;2017;285
2006;1180;2017;2
2006;1189;2017;9
2006;1191;2017;2
2006;1192;2017;3
2006;1196;2017;1
2006;1197;2017;2
2007;1110;2017;4
2007;1129;2017;2
2007;1146;2017;3
2007;1192;2017;1
2008;1105;2017;1
2008;1145;2017;2
2008;1160;2017;1
2009;1110;2017;39
2009;1112;2017;7
2009;1114;2017;1
2009;1118;2017;7
2009;1120;2017;50
2009;1122;2017;17
2009;1134;2017;28
2009;1140;2017;2
2009;1145;2017;3
2009;1150;2017;3
2009;1152;2017;30
2009;1160;2017;1
2009;1164;2017;1
2009;1166;2017;56
2009;1168;2017;95
2009;1180;2017;1
2009;1194;2017;7
2009;1197;2017;27
2010;1101;2017;1
2010;1120;2017;1
2010;1122;2017;2
2010;1145;2017;2
2010;1166;2017;1
2010;1194;2017;1
2011;1145;2017;1
2011;1146;2017;3
2011;1168;2017;1
2012;1145;2017;1
2013;1103;2017;4
2013;1108;2017;1
2013;1122;2017;2
2013;1127;2017;2
2013;1132;2017;2
2013;1135;2017;2
2013;1140;2017;5
2013;1145;2017;5
2013;1146;2017;1
2013;1150;2017;2
2013;1153;2017;1
2013;1156;2017;1
2013;1158;2017;2
2013;1164;2017;1
2013;1165;2017;1
2013;1178;2017;1
2013;1192;2017;1
2014;171;2017;176
2014;211;2017;83
2014;271;2017;187
2014;371;2017;1244
2014;1101;2017;570
2014;1103;2017;3330
2014;1104;2017;1025
2014;1105;2017;744
2014;1107;2017;1630
2014;1108;2017;1129
2014;1110;2017;418
2014;1112;2017;734
2014;1114;2017;333
2014;1115;2017;137
2014;1117;2017;142
2014;1118;2017;729
2014;1119;2017;147
2014;1120;2017;2285
2014;1122;2017;1178
2014;1124;2017;49
2014;1125;2017;270
2014;1127;2017;535
2014;1128;2017;405
2014;1129;2017;2305
2014;1130;2017;425
2014;1132;2017;905
2014;1133;2017;101
2014;1134;2017;181
2014;1135;2017;181
2014;1136;2017;1299
2014;1137;2017;81
2014;1138;2017;753
2014;1140;2017;2797
2014;1141;2017;645
2014;1142;2017;769
2014;1144;2017;29
2014;1145;2017;2218
2014;1146;2017;2712
2014;1147;2017;226
2014;1149;2017;72
2014;1150;2017;669
2014;1152;2017;240
2014;1153;2017;282
2014;1154;2017;121
2014;1156;2017;229
2014;1157;2017;372
2014;1158;2017;453
2014;1160;2017;2201
2014;1161;2017;413
2014;1163;2017;822
2014;1164;2017;197
2014;1165;2017;326
2014;1166;2017;508
2014;1167;2017;15
2014;1168;2017;1514
2014;1169;2017;109
2014;1170;2017;1300
2014;1173;2017;123
2014;1175;2017;508
2014;1176;2017;152
2014;1177;2017;5
2014;1178;2017;421
2014;1179;2017;333
2014;1180;2017;810
2014;1181;2017;48
2014;1182;2017;4
2014;1183;2017;37
2014;1184;2017;28
2014;1186;2017;100
2014;1187;2017;21
2014;1188;2017;71
2014;1189;2017;325
2014;1190;2017;186
2014;1191;2017;26
2014;1192;2017;284
2014;1193;2017;12
2014;1194;2017;206
2014;1195;2017;39
2014;1196;2017;5
2014;1197;2017;138
2014;1198;2017;54
2014;1199;2017;12
2016;211;2017;1
2016;371;2017;1
2016;1101;2017;42
2016;1103;2017;57
2016;1104;2017;1
2016;1107;2017;141
2016;1108;2017;1
2016;1110;2017;28
2016;1112;2017;15
2016;1114;2017;12
2016;1115;2017;5
2016;1117;2017;2
2016;1118;2017;22
2016;1119;2017;2
2016;1120;2017;126
2016;1122;2017;2
2016;1124;2017;45
2016;1125;2017;2
2016;1127;2017;11
2016;1128;2017;4
2016;1129;2017;6
2016;1133;2017;2
2016;1134;2017;1
2016;1135;2017;2
2016;1136;2017;1
2016;1138;2017;28
2016;1140;2017;93
2016;1141;2017;21
2016;1145;2017;190
2016;1146;2017;59
2016;1149;2017;1
2016;1153;2017;4
2016;1156;2017;5
2016;1157;2017;2
2016;1158;2017;4
2016;1160;2017;49
2016;1161;2017;4
2016;1163;2017;1
2016;1165;2017;1
2016;1166;2017;30
2016;1168;2017;30
2016;1170;2017;9
2016;1173;2017;2
2016;1175;2017;1
2016;1178;2017;4
2016;1179;2017;9
2016;1180;2017;17
2016;1181;2017;1
2016;1182;2017;1
2016;1183;2017;29
2016;1187;2017;1
2016;1189;2017;18
2016;1190;2017;8
2016;1191;2017;1
2016;1192;2017;23
2016;1197;2017;5
2017;1145;2017;2
2017;1157;2017;2
2018;1105;2017;1
2018;1112;2017;21
2018;1118;2017;7
2018;1120;2017;26
2018;1122;2017;1
2018;1127;2017;1
2018;1128;2017;3
2018;1129;2017;1
2018;1135;2017;5
2018;1138;2017;3
2018;1140;2017;3
2018;1141;2017;1
2018;1145;2017;12
2018;1146;2017;3
2018;1150;2017;3
2018;1156;2017;9
2018;1158;2017;20
2018;1160;2017;4
2018;1163;2017;1
2018;1165;2017;2
2018;1180;2017;3
2018;1189;2017;11
2018;1192;2017;1
2018;1197;2017;2
2019;1120;2017;1
2019;1140;2017;3
2019;1145;2017;2
2019;1146;2017;1
2020;1108;2017;1
2020;1120;2017;1
2020;1122;2017;1
2020;1145;2017;4
2020;1146;2017;1
2021;111;2017;12
2021;171;2017;165
2021;211;2017;43
2021;271;2017;1124
2021;371;2017;57
2021;1101;2017;30
2021;1103;2017;439
2021;1104;2017;111
2021;1105;2017;34
2021;1107;2017;83
2021;1108;2017;19
2021;1110;2017;29
2021;1112;2017;50
2021;1114;2017;63
2021;1115;2017;216
2021;1117;2017;44
2021;1118;2017;43
2021;1119;2017;60
2021;1120;2017;141
2021;1122;2017;103
2021;1124;2017;17
2021;1125;2017;47
2021;1127;2017;236
2021;1128;2017;51
2021;1129;2017;195
2021;1130;2017;61
2021;1132;2017;23
2021;1133;2017;22
2021;1134;2017;34
2021;1135;2017;159
2021;1136;2017;85
2021;1137;2017;10
2021;1138;2017;77
2021;1140;2017;3841
2021;1141;2017;1455
2021;1142;2017;45
2021;1144;2017;24
2021;1145;2017;1295
2021;1146;2017;1237
2021;1147;2017;236
2021;1149;2017;46
2021;1150;2017;61
2021;1152;2017;112
2021;1153;2017;20
2021;1154;2017;35
2021;1156;2017;42
2021;1157;2017;53
2021;1158;2017;234
2021;1160;2017;85
2021;1161;2017;29
2021;1163;2017;89
2021;1164;2017;32
2021;1165;2017;52
2021;1166;2017;7515
2021;1167;2017;26
2021;1168;2017;108
2021;1169;2017;22
2021;1170;2017;82
2021;1173;2017;28
2021;1175;2017;59
2021;1176;2017;13
2021;1177;2017;2
2021;1178;2017;88
2021;1179;2017;31
2021;1180;2017;51
2021;1181;2017;6
2021;1182;2017;5
2021;1183;2017;14
2021;1186;2017;56
2021;1187;2017;43
2021;1188;2017;15
2021;1189;2017;77
2021;1190;2017;7
2021;1191;2017;3
2021;1192;2017;68
2021;1193;2017;2
2021;1194;2017;13
2021;1195;2017;4
2021;1196;2017;1
2021;1197;2017;31
2021;1198;2017;6
2022;171;2017;2
2022;271;2017;1
2022;1103;2017;1
2022;1114;2017;1
2022;1118;2017;7
2022;1120;2017;1
2022;1132;2017;1
2022;1145;2017;8
2022;1146;2017;3
2022;1160;2017;1
2022;1168;2017;1
2022;1170;2017;8
2023;1103;2017;4
2023;1107;2017;2
2023;1118;2017;2
2023;1122;2017;2
2023;1125;2017;2
2023;1127;2017;9
2023;1132;2017;1
2023;1136;2017;1
2023;1140;2017;5
2023;1142;2017;1
2023;1145;2017;23
2023;1146;2017;6
2023;1157;2017;1
2023;1165;2017;1
2023;1166;2017;1
2023;1167;2017;2
2023;1178;2017;1
2023;1182;2017;1
2023;1187;2017;1
2023;1188;2017;1
2023;1192;2017;3
2023;1196;2017;5
2024;1104;2017;1
2024;1110;2017;5
2024;1112;2017;10
2024;1114;2017;2
2024;1120;2017;20
2024;1122;2017;4
2024;1135;2017;2
2024;1138;2017;5
2024;1140;2017;3
2024;1146;2017;1
2024;1156;2017;1
2024;1160;2017;2
2024;1163;2017;1
2024;1168;2017;15
2024;1175;2017;1
2024;1197;2017;2
2025;1105;2017;1
2025;1145;2017;1
2026;171;2017;3
2026;271;2017;1
2026;371;2017;13
2026;1103;2017;13
2026;1104;2017;8
2026;1107;2017;1
2026;1110;2017;1
2026;1112;2017;1
2026;1114;2017;13
2026;1118;2017;2
2026;1119;2017;1
2026;1120;2017;3
2026;1122;2017;2
2026;1124;2017;1
2026;1127;2017;4
2026;1128;2017;3
2026;1129;2017;1
2026;1135;2017;4
2026;1136;2017;2
2026;1137;2017;2
2026;1138;2017;7
2026;1140;2017;29
2026;1141;2017;3
2026;1145;2017;53
2026;1146;2017;16
2026;1149;2017;1
2026;1150;2017;2
2026;1152;2017;1
2026;1153;2017;3
2026;1154;2017;2
2026;1157;2017;2
2026;1158;2017;2
2026;1160;2017;5
2026;1165;2017;8
2026;1166;2017;3
2026;1175;2017;1
2026;1178;2017;8
2026;1186;2017;1
2026;1187;2017;1
2026;1188;2017;2
2026;1189;2017;1
2026;1192;2017;2
2026;1195;2017;2
2026;1197;2017;4
2027;1122;2017;6
2027;1140;2017;15
2027;1145;2017;7
2027;1189;2017;1
2028;171;2017;3
2028;211;2017;1
2028;371;2017;7
2028;1103;2017;14
2028;1110;2017;1
2028;1112;2017;1
2028;1114;2017;1
2028;1118;2017;1
2028;1136;2017;1
2028;1140;2017;6
2028;1141;2017;7
2028;1142;2017;1
2028;1145;2017;27
2028;1146;2017;9
2028;1150;2017;3
2028;1158;2017;2
2028;1160;2017;1
2028;1161;2017;1
2028;1165;2017;4
2028;1178;2017;3
2028;1179;2017;1
2028;1180;2017;2
2028;1183;2017;1
2028;1187;2017;1
2028;1192;2017;5
2029;171;2017;1
2029;371;2017;1
2029;1112;2017;16
2029;1118;2017;1
2029;1122;2017;18
2029;1140;2017;3
2029;1145;2017;3
2029;1168;2017;10
2029;1197;2017;1
2030;171;2017;1
2030;1104;2017;3
2030;1107;2017;1
2030;1108;2017;2
2030;1112;2017;2
2030;1117;2017;1
2030;1125;2017;1
2030;1128;2017;1
2030;1129;2017;1
2030;1135;2017;1
2030;1138;2017;80
2030;1140;2017;4
2030;1141;2017;1
2030;1145;2017;7
2030;1146;2017;1
2030;1158;2017;1
2030;1160;2017;2
2030;1164;2017;11
2030;1165;2017;3
2030;1187;2017;1
2030;1188;2017;1
2030;1189;2017;3
2030;1190;2017;1
2030;1192;2017;1
2030;1197;2017;2
2031;1101;2017;1
2031;1117;2017;1
2031;1129;2017;1
2031;1145;2017;3
2031;1170;2017;3
2033;1118;2017;1
2033;1129;2017;1
2033;1134;2017;2
2033;1152;2017;1
2034;1112;2017;2
2034;1120;2017;10
2034;1140;2017;8
2034;1152;2017;6
2034;1160;2017;2
2034;1166;2017;6
2035;1168;2017;1
2037;171;2017;1
2037;1103;2017;1
2037;1104;2017;1
2037;1107;2017;1
2037;1120;2017;1
2037;1122;2017;2
2037;1127;2017;2
2037;1128;2017;1
2037;1129;2017;1
2037;1133;2017;1
2037;1135;2017;1
2037;1140;2017;7
2037;1141;2017;1
2037;1145;2017;23
2037;1146;2017;6
2037;1150;2017;1
2037;1160;2017;2
2037;1165;2017;2
2037;1177;2017;1
2037;1178;2017;1
2037;1180;2017;1
2037;1190;2017;1
2037;1197;2017;1
2038;171;2017;1
2038;371;2017;1
2038;1104;2017;1
2038;1105;2017;2
2038;1110;2017;3
2038;1117;2017;1
2038;1118;2017;3
2038;1122;2017;1
2038;1129;2017;2
2038;1132;2017;2
2038;1136;2017;7
2038;1138;2017;1
2038;1140;2017;2
2038;1145;2017;15
2038;1146;2017;6
2038;1158;2017;1
2038;1160;2017;2
2038;1164;2017;9
2038;1168;2017;1
2038;1175;2017;1
2038;1180;2017;1
2039;1103;2017;1
2039;1145;2017;1
2039;1157;2017;1
2040;1103;2017;7
2040;1119;2017;4
2040;1120;2017;3
2040;1122;2017;2
2040;1132;2017;13
2040;1145;2017;1
2040;1146;2017;4
2040;1160;2017;3
2040;1168;2017;1
2040;1169;2017;1
2040;1176;2017;1
2041;171;2017;2
2041;1101;2017;38
2041;1103;2017;44
2041;1104;2017;38
2041;1105;2017;177
2041;1107;2017;168
2041;1108;2017;401
2041;1110;2017;15
2041;1112;2017;68
2041;1117;2017;5
2041;1118;2017;46
2041;1119;2017;4
2041;1120;2017;227
2041;1122;2017;3
2041;1124;2017;5
2041;1125;2017;10
2041;1128;2017;5
2041;1129;2017;5
2041;1132;2017;4
2041;1133;2017;16
2041;1134;2017;30
2041;1135;2017;1
2041;1136;2017;6
2041;1138;2017;18
2041;1140;2017;121
2041;1141;2017;1
2041;1142;2017;4
2041;1145;2017;147
2041;1146;2017;88
2041;1149;2017;12
2041;1150;2017;104
2041;1152;2017;32
2041;1153;2017;7
2041;1156;2017;58
2041;1157;2017;2
2041;1158;2017;235
2041;1160;2017;17
2041;1161;2017;19
2041;1163;2017;8
2041;1164;2017;1
2041;1165;2017;5
2041;1166;2017;11
2041;1168;2017;162
2041;1170;2017;798
2041;1173;2017;101
2041;1175;2017;17
2041;1176;2017;1
2041;1178;2017;3
2041;1180;2017;452
2041;1181;2017;1
2041;1183;2017;44
2041;1189;2017;9
2041;1190;2017;1
2041;1192;2017;85
2041;1193;2017;4
2041;1194;2017;11
2041;1195;2017;5
2041;1197;2017;10
2042;1112;2017;2
2042;1122;2017;8
2042;1168;2017;24
2042;1180;2017;1
2042;1197;2017;2
2043;1120;2017;2
2043;1168;2017;7
2045;1112;2017;1
2045;1118;2017;1
2045;1145;2017;2
2045;1168;2017;5
2045;1194;2017;2
2046;211;2017;1
2046;1104;2017;5
2046;1108;2017;1
2046;1112;2017;55
2046;1114;2017;1
2046;1118;2017;52
2046;1120;2017;14
2046;1122;2017;25
2046;1135;2017;20
2046;1138;2017;5
2046;1140;2017;7
2046;1145;2017;2
2046;1150;2017;6
2046;1156;2017;4
2046;1160;2017;10
2046;1166;2017;1
2046;1168;2017;45
2046;1180;2017;1
2046;1194;2017;1
2046;1197;2017;2
2047;211;2017;1
2048;1114;2017;1
2049;1118;2017;5
2049;1120;2017;4
2049;1140;2017;1
2049;1146;2017;2
2049;1160;2017;2
2049;1165;2017;2
2049;1168;2017;21
2049;1180;2017;2
2049;1188;2017;1
2049;1189;2017;1
2049;1194;2017;1
2050;1112;2017;116
2050;1118;2017;12
2050;1120;2017;39
2050;1145;2017;2
2050;1197;2017;1
2051;171;2017;13
2051;211;2017;5
2051;271;2017;5
2051;371;2017;42
2051;1101;2017;314
2051;1103;2017;244
2051;1104;2017;106
2051;1105;2017;8
2051;1107;2017;87
2051;1108;2017;4
2051;1110;2017;2
2051;1112;2017;14
2051;1114;2017;37
2051;1115;2017;9
2051;1117;2017;9
2051;1118;2017;206
2051;1119;2017;6
2051;1120;2017;33
2051;1122;2017;21
2051;1124;2017;10
2051;1125;2017;7
2051;1127;2017;265
2051;1128;2017;20
2051;1129;2017;39
2051;1130;2017;3
2051;1132;2017;77
2051;1133;2017;10
2051;1134;2017;5
2051;1135;2017;60
2051;1136;2017;63
2051;1137;2017;10
2051;1138;2017;23
2051;1140;2017;225
2051;1141;2017;36
2051;1142;2017;37
2051;1145;2017;256
2051;1146;2017;98
2051;1147;2017;10
2051;1149;2017;13
2051;1150;2017;74
2051;1152;2017;318
2051;1153;2017;39
2051;1154;2017;2
2051;1156;2017;14
2051;1157;2017;50
2051;1158;2017;15
2051;1160;2017;62
2051;1161;2017;8
2051;1163;2017;129
2051;1164;2017;16
2051;1165;2017;56
2051;1166;2017;22
2051;1167;2017;14
2051;1168;2017;13
2051;1169;2017;27
2051;1170;2017;42
2051;1173;2017;16
2051;1175;2017;99
2051;1176;2017;1
2051;1178;2017;23
2051;1179;2017;12
2051;1180;2017;35
2051;1181;2017;4
2051;1182;2017;1
2051;1183;2017;18
2051;1184;2017;10
2051;1185;2017;26
2051;1186;2017;8
2051;1187;2017;12
2051;1188;2017;7
2051;1189;2017;6
2051;1190;2017;4
2051;1192;2017;35
2051;1194;2017;8
2051;1195;2017;32
2051;1196;2017;4
2051;1197;2017;8
2051;1198;2017;2
2054;1122;2017;1
2054;1140;2017;1
2055;211;2017;1
2055;1180;2017;2
2055;1185;2017;2
2057;1145;2017;1
2058;171;2017;1
2058;271;2017;1
2058;371;2017;1
2058;1101;2017;1
2058;1103;2017;126
2058;1104;2017;3
2058;1105;2017;6
2058;1107;2017;63
2058;1108;2017;5
2058;1114;2017;7
2058;1118;2017;3
2058;1119;2017;1
2058;1120;2017;4
2058;1124;2017;1
2058;1127;2017;8
2058;1129;2017;1
2058;1132;2017;6
2058;1135;2017;9
2058;1136;2017;1
2058;1138;2017;8
2058;1140;2017;23
2058;1141;2017;3
2058;1142;2017;3
2058;1145;2017;44
2058;1146;2017;11
2058;1149;2017;1
2058;1150;2017;3
2058;1153;2017;1
2058;1156;2017;1
2058;1157;2017;4
2058;1158;2017;1
2058;1160;2017;8
2058;1161;2017;3
2058;1163;2017;3
2058;1165;2017;6
2058;1166;2017;3
2058;1167;2017;1
2058;1168;2017;1
2058;1169;2017;4
2058;1170;2017;6
2058;1175;2017;2
2058;1178;2017;2
2058;1179;2017;12
2058;1180;2017;3
2058;1188;2017;2
2058;1190;2017;4
2058;1191;2017;2
2058;1192;2017;4
2058;1195;2017;1
2058;1197;2017;1
2059;111;2017;1
2059;171;2017;43
2059;211;2017;17
2059;271;2017;21
2059;371;2017;24
2059;1101;2017;22
2059;1103;2017;530
2059;1104;2017;161
2059;1105;2017;19
2059;1107;2017;294
2059;1108;2017;33
2059;1110;2017;19
2059;1112;2017;18
2059;1114;2017;45
2059;1115;2017;7
2059;1117;2017;31
2059;1118;2017;92
2059;1119;2017;11
2059;1120;2017;154
2059;1122;2017;58
2059;1124;2017;17
2059;1125;2017;65
2059;1127;2017;20
2059;1128;2017;96
2059;1129;2017;91
2059;1130;2017;2
2059;1132;2017;34
2059;1133;2017;10
2059;1134;2017;16
2059;1135;2017;25
2059;1136;2017;194
2059;1137;2017;15
2059;1138;2017;59
2059;1140;2017;341
2059;1141;2017;95
2059;1142;2017;80
2059;1145;2017;1325
2059;1146;2017;533
2059;1147;2017;8
2059;1149;2017;7
2059;1150;2017;75
2059;1152;2017;25
2059;1153;2017;12
2059;1154;2017;13
2059;1156;2017;23
2059;1157;2017;52
2059;1158;2017;14
2059;1160;2017;195
2059;1161;2017;31
2059;1163;2017;131
2059;1164;2017;11
2059;1165;2017;91
2059;1166;2017;36
2059;1167;2017;8
2059;1168;2017;74
2059;1169;2017;42
2059;1170;2017;161
2059;1173;2017;61
2059;1175;2017;63
2059;1176;2017;1
2059;1178;2017;88
2059;1179;2017;59
2059;1180;2017;46
2059;1181;2017;2
2059;1182;2017;7
2059;1183;2017;73
2059;1184;2017;4
2059;1185;2017;1
2059;1186;2017;52
2059;1187;2017;2
2059;1188;2017;14
2059;1189;2017;16
2059;1190;2017;445
2059;1191;2017;14
2059;1192;2017;114
2059;1193;2017;2
2059;1194;2017;14
2059;1195;2017;18
2059;1196;2017;55
2059;1197;2017;26
2059;1198;2017;4
2059;1199;2017;1
2061;1103;2017;1
2061;1112;2017;1
2061;1118;2017;1
2061;1127;2017;2
2061;1130;2017;3
2061;1132;2017;1
2061;1140;2017;5
2061;1142;2017;1
2061;1145;2017;7
2061;1146;2017;3
2061;1147;2017;1
2061;1158;2017;1
2061;1160;2017;1
2061;1168;2017;4
2061;1173;2017;1
2061;1179;2017;1
2061;1194;2017;1
2061;1197;2017;1
2062;1120;2017;2
2062;1152;2017;6
2063;1108;2017;1
2063;1145;2017;1
2064;1120;2017;1
2064;1130;2017;2
2064;1140;2017;1
2064;1141;2017;1
2064;1145;2017;1
2064;1164;2017;1
2064;1165;2017;1
2064;1175;2017;1
2065;171;2017;3
2065;211;2017;1
2065;371;2017;1
2065;1101;2017;2
2065;1103;2017;15
2065;1104;2017;3
2065;1105;2017;1
2065;1107;2017;4
2065;1108;2017;1
2065;1112;2017;73
2065;1114;2017;3
2065;1115;2017;1
2065;1117;2017;3
2065;1118;2017;23
2065;1120;2017;36
2065;1122;2017;33
2065;1125;2017;1
2065;1127;2017;2
2065;1128;2017;4
2065;1129;2017;1
2065;1133;2017;1
2065;1134;2017;2
2065;1135;2017;17
2065;1136;2017;3
2065;1137;2017;2
2065;1138;2017;2
2065;1140;2017;45
2065;1141;2017;14
2065;1142;2017;4
2065;1145;2017;79
2065;1146;2017;52
2065;1147;2017;4
2065;1150;2017;5
2065;1152;2017;1
2065;1153;2017;1
2065;1156;2017;71
2065;1157;2017;19
2065;1160;2017;5
2065;1161;2017;2
2065;1163;2017;2
2065;1165;2017;4
2065;1166;2017;12
2065;1168;2017;158
2065;1170;2017;1
2065;1173;2017;3
2065;1175;2017;5
2065;1178;2017;2
2065;1179;2017;3
2065;1180;2017;24
2065;1183;2017;3
2065;1186;2017;3
2065;1187;2017;5
2065;1188;2017;15
2065;1189;2017;20
2065;1190;2017;1
2065;1192;2017;15
2065;1194;2017;12
2065;1196;2017;3
2065;1197;2017;131
2066;1112;2017;31
2066;1118;2017;6
2066;1120;2017;18
2066;1122;2017;20
2066;1135;2017;1
2066;1140;2017;3
2066;1150;2017;1
2066;1157;2017;1
2066;1158;2017;2
2066;1160;2017;17
2066;1168;2017;139
2066;1189;2017;2
2066;1197;2017;1
2067;1145;2017;1
2068;1101;2017;1
2068;1112;2017;35
2068;1118;2017;1
2068;1120;2017;4
2068;1122;2017;53
2068;1135;2017;22
2068;1140;2017;1
2068;1150;2017;1
2068;1160;2017;2
2068;1168;2017;38
2068;1189;2017;3
2068;1194;2017;1
2069;171;2017;6
2069;271;2017;3
2069;371;2017;1
2069;1101;2017;7
2069;1103;2017;16
2069;1104;2017;4
2069;1105;2017;4
2069;1107;2017;15
2069;1108;2017;9
2069;1110;2017;2
2069;1112;2017;7
2069;1114;2017;1
2069;1115;2017;9
2069;1117;2017;6
2069;1118;2017;11
2069;1119;2017;2
2069;1120;2017;30
2069;1122;2017;4
2069;1125;2017;8
2069;1127;2017;12
2069;1128;2017;3
2069;1129;2017;17
2069;1130;2017;1
2069;1132;2017;8
2069;1134;2017;4
2069;1135;2017;37
2069;1136;2017;9
2069;1137;2017;3
2069;1138;2017;4
2069;1140;2017;82
2069;1141;2017;13
2069;1142;2017;9
2069;1145;2017;169
2069;1146;2017;37
2069;1147;2017;1
2069;1149;2017;1
2069;1150;2017;16
2069;1152;2017;5
2069;1153;2017;4
2069;1154;2017;3
2069;1156;2017;5
2069;1157;2017;5
2069;1158;2017;2
2069;1160;2017;32
2069;1163;2017;10
2069;1164;2017;3
2069;1165;2017;21
2069;1166;2017;7
2069;1167;2017;14
2069;1168;2017;2
2069;1169;2017;1
2069;1170;2017;8
2069;1173;2017;2
2069;1175;2017;6
2069;1176;2017;1
2069;1178;2017;5
2069;1179;2017;5
2069;1180;2017;5
2069;1181;2017;4
2069;1183;2017;5
2069;1184;2017;1
2069;1186;2017;7
2069;1187;2017;1
2069;1188;2017;1
2069;1189;2017;3
2069;1192;2017;14
2069;1195;2017;2
2069;1196;2017;1
2069;1197;2017;43
2069;1198;2017;1
2069;1199;2017;5
2070;211;2017;375
2070;271;2017;2
2070;371;2017;6
2070;1101;2017;4
2070;1103;2017;5
2070;1104;2017;12
2070;1105;2017;1
2070;1107;2017;1
2070;1108;2017;1
2070;1112;2017;28
2070;1114;2017;2
2070;1118;2017;614
2070;1120;2017;188
2070;1122;2017;296
2070;1129;2017;1
2070;1135;2017;828
2070;1136;2017;14
2070;1138;2017;80
2070;1140;2017;30
2070;1141;2017;1
2070;1145;2017;62
2070;1146;2017;19
2070;1150;2017;9
2070;1152;2017;2
2070;1156;2017;312
2070;1157;2017;172
2070;1158;2017;44
2070;1160;2017;14
2070;1161;2017;2
2070;1163;2017;2
2070;1164;2017;36
2070;1165;2017;5
2070;1166;2017;1157
2070;1168;2017;520
2070;1169;2017;1
2070;1170;2017;2
2070;1175;2017;2
2070;1178;2017;1
2070;1180;2017;85
2070;1186;2017;2
2070;1188;2017;163
2070;1189;2017;461
2070;1190;2017;1
2070;1194;2017;2
2070;1197;2017;57
2071;1101;2017;1
2071;1104;2017;2
2071;1105;2017;3
2071;1112;2017;5
2071;1118;2017;2
2071;1120;2017;6
2071;1122;2017;2
2071;1136;2017;1
2071;1140;2017;4
2071;1141;2017;1
2071;1145;2017;4
2071;1146;2017;1
2071;1150;2017;2
2071;1156;2017;2
2071;1157;2017;3
2071;1164;2017;19
2071;1168;2017;4
2071;1175;2017;2
2071;1179;2017;2
2072;1103;2017;3
2072;1114;2017;2
2072;1118;2017;85
2072;1120;2017;59
2072;1122;2017;12
2072;1127;2017;2
2072;1128;2017;2
2072;1135;2017;89
2072;1138;2017;2
2072;1140;2017;11
2072;1141;2017;1
2072;1145;2017;15
2072;1146;2017;2
2072;1149;2017;3
2072;1150;2017;1
2072;1152;2017;15
2072;1154;2017;1
2072;1156;2017;27
2072;1157;2017;1
2072;1158;2017;1
2072;1160;2017;2
2072;1163;2017;2
2072;1166;2017;20
2072;1168;2017;41
2072;1175;2017;5
2072;1178;2017;1
2072;1179;2017;31
2072;1180;2017;3
2072;1183;2017;7
2072;1186;2017;1
2072;1189;2017;18
2072;1196;2017;4
2072;1197;2017;10
2073;1103;2017;4
2073;1104;2017;60
2073;1112;2017;5
2073;1114;2017;7
2073;1115;2017;1
2073;1118;2017;40
2073;1120;2017;116
2073;1122;2017;9
2073;1127;2017;1
2073;1128;2017;1
2073;1129;2017;1
2073;1135;2017;2
2073;1136;2017;3
2073;1138;2017;7
2073;1140;2017;5
2073;1142;2017;6
2073;1145;2017;6
2073;1146;2017;6
2073;1147;2017;1
2073;1149;2017;1
2073;1150;2017;27
2073;1156;2017;6
2073;1157;2017;2
2073;1158;2017;5
2073;1160;2017;6
2073;1161;2017;1
2073;1163;2017;4
2073;1164;2017;1
2073;1165;2017;1
2073;1168;2017;386
2073;1169;2017;2
2073;1170;2017;3
2073;1175;2017;7
2073;1178;2017;1
2073;1179;2017;2
2073;1180;2017;3
2073;1182;2017;1
2073;1183;2017;7
2073;1188;2017;1
2073;1189;2017;104
2073;1192;2017;11
2073;1194;2017;59
2073;1197;2017;43
2074;1101;2017;2
2074;1104;2017;3
2074;1105;2017;2
2074;1107;2017;1
